blind_id,triplet_id,symbol,trade_date,year,label,participation,direction,turn,retention,quieting,spike_distribution,volume_alignment,rejection,context,ir20,ir40,ir60,persistent_excess_score,mfe60,mae60,future_dd60
CASE_000144,236,600039.SH,2021-03-10,2021,WINNER,HIGH,1,2,2.0,-1.0,0,1.0,0.0,2,0.11935230910842534,0.10793406938673943,0.13968804082812886,0.8419636852723604,0.3570190641247821,-0.010398613518197708,-0.16391184573002737
CASE_000228,101,002930.SZ,2019-04-10,2019,NEUTRAL,HIGH,0,1,0.0,-1.0,0,0.0,0.0,0,-0.020948582647116354,0.009195091728456117,-0.07554011920604337,0.4602750190985485,0.0608011444921317,-0.2327874566572098,-0.258316059017193
CASE_000237,216,300048.SZ,2021-07-02,2021,WINNER,MID,0,-1,-1.0,0.0,0,1.0,0.0,0,0.08732800362428457,0.1891813157231098,0.1825170437253394,0.868631848766421,0.41505376344086087,-0.015053763440860068,-0.14785373608903019
CASE_000376,15,002327.SZ,2018-08-21,2018,NEUTRAL,LOW,-2,-2,-2.0,0.0,1,1.0,0.0,-2,-0.025188234631001546,-0.0036920208924256515,8.530969235260796e-05,0.5304645849200305,0.04379562043795637,-0.1873479318734793,-0.18203592814371228
CASE_000266,199,600079.SH,2021-01-15,2021,NEUTRAL,LOW,-2,-2,-2.0,0.0,-1,0.0,0.0,-1,-0.03448464934211684,-0.008897453429176652,0.02647118878581503,0.5132328308207705,0.15423218467714994,-0.15255938440950156,-0.1943661971830989
CASE_000349,221,300444.SZ,2021-06-09,2021,WINNER,HIGH,-1,1,-1.0,0.0,0,0.0,0.0,-1,0.190848154437634,0.13570530142180223,-0.12064689900190462,0.8412438625204582,0.5154440154440161,-0.013513513513513375,-0.2400548696844993
CASE_000219,62,600980.SH,2019-04-30,2019,WINNER,LOW,1,-1,-1.0,-1.0,-1,0.0,0.0,1,0.5296252613197913,0.41955463961359923,0.23015305358400318,0.9923076923076923,0.7843295638126018,-0.10904684975767376,-0.31678486997635924
CASE_000452,198,300292.SZ,2021-01-05,2021,LOSER,LOW,-2,-2,-2.0,1.0,1,1.0,0.0,-2,-0.11835498505517354,-0.1223827859689859,-0.1513586662874239,0.1342484097756947,0.0024330900243307862,-0.2725060827250607,-0.2603406326034061
CASE_000217,215,300206.SZ,2021-09-24,2021,NEUTRAL,MID,-2,-2,-1.0,0.0,1,-1.0,0.0,-2,-0.04258389694571474,-0.0011707868918155798,-0.020601767227888063,0.5384615384615384,0.18270799347471534,-0.12969004893964076,-0.12479608482871096
CASE_000530,123,002374.SZ,2020-09-22,2020,NEUTRAL,LOW,0,-2,-1.0,-1.0,0,1.0,0.0,0,-0.01981668038989695,0.03303276445053499,-0.0096621250481089,0.5203729281767956,0.06589147286821717,-0.10077519379844924,-0.1140684410646382
CASE_000076,138,002106.SZ,2020-04-01,2020,WINNER,LOW,1,-1,-1.0,0.0,0,1.0,0.0,1,0.21965455474751613,0.24098549708039155,0.4836484459703532,0.9618908024917552,0.6471131425831884,-0.006880733944954365,-0.06678865507776754
CASE_000384,118,603008.SH,2019-12-09,2019,LOSER,HIGH,2,2,2.0,1.0,1,1.0,0.0,2,-0.07280280698185818,-0.07896139708738142,-0.2176477670471928,0.15431435732187612,0.0634715025906738,-0.22150259067357514,-0.22119531731361686
CASE_000554,185,600756.SH,2021-01-12,2021,LOSER,LOW,-2,-1,-2.0,1.0,1,1.0,0.0,-2,-0.09555269708902997,-0.13474468586742533,-0.13688325089445277,0.1642689862830378,0.044718081659105735,-0.22164614387556703,-0.21654040404040398
CASE_000604,34,000989.SZ,2018-01-04,2018,WINNER,MID,0,-1,-1.0,0.0,0,0.0,0.0,-1,0.09442545263404656,0.16200191584048892,0.13166444813083247,0.880722891566265,0.25802997858672483,-0.035331905781584405,-0.0849976776590804
CASE_000490,134,300423.SZ,2020-02-11,2020,LOSER,LOW,-1,1,0.0,0.0,0,1.0,0.0,-1,-0.11370120868533348,-0.2071754352348237,-0.264372628491976,0.06473533619456366,0.15981380915438237,-0.13498836307214945,-0.23382749326145558
CASE_000529,26,600783.SH,2018-08-09,2018,WINNER,MID,-2,-2,-1.0,0.0,0,-1.0,0.0,-2,0.13510918480973813,0.07414044723257415,0.7249217424805863,0.9575850210164311,0.6898395721925143,-0.14331550802139026,-0.1992187500000001
CASE_000362,221,002451.SZ,2021-06-09,2021,LOSER,HIGH,-1,2,0.0,0.0,1,1.0,0.0,-1,-0.10765420330144591,-0.10913264229546951,-0.21303259322755824,0.1220949263502455,0.11521418020679453,-0.10192023633678005,-0.09748892171344148
CASE_000012,20,002164.SZ,2018-06-12,2018,LOSER,LOW,-2,-2,-2.0,0.0,1,0.0,0.0,-2,-0.203853019095086,-0.24148100612229595,-0.3327405289420162,0.016090104585679808,-0.0014641288433381305,-0.5967555941383017,-0.589370165459516
CASE_000632,233,300098.SZ,2021-03-18,2021,WINNER,HIGH,-2,-1,-2.0,1.0,1,2.0,0.0,-2,0.21628710176616397,0.46252080596668,0.5854909837003848,0.9762872628726287,0.909657320872274,-0.06542056074766367,-0.15702479338842956
CASE_000532,182,603898.SH,2021-02-04,2021,NEUTRAL,LOW,-1,1,-1.0,0.0,1,1.0,0.0,-1,0.0006543713561608412,-0.010105377526303291,0.0027643569638421857,0.5053368912608406,0.13241461953265343,-0.08927501497902979,-0.13580931263858076
CASE_000146,143,300211.SZ,2020-11-18,2020,WINNER,MID,1,-2,-1.0,0.0,0,1.0,0.0,0,-0.04713645448448171,0.17696895631134515,0.5769044361695163,0.8838709677419355,0.42783505154639134,-0.1945876288659797,-0.22404371584699456
CASE_000790,163,000501.SZ,2020-06-18,2020,WINNER,HIGH,1,2,2.0,0.0,0,1.0,0.0,2,0.20779970854456076,0.5511475681029596,0.08383900666124641,0.9309222423146474,0.8825938566552907,-0.03549488054607497,-0.39885496183206104
CASE_000636,74,300377.SZ,2019-08-15,2019,NEUTRAL,LOW,-2,-2,-1.0,1.0,1,-1.0,0.0,-2,0.050218503328892716,-0.022507992867352583,-0.08242571700622711,0.4796954314720812,0.3962450592885376,-0.009881422924901129,-0.1683093252463984
CASE_000764,58,600243.SH,2018-07-17,2018,NEUTRAL,HIGH,-2,-1,-2.0,1.0,1,1.0,0.0,-2,0.04870578033971352,0.009719132090543064,-0.034827150477067054,0.5253777605579233,0.07444668008048283,-0.2877263581488929,-0.30639097744360855
CASE_000577,173,300165.SZ,2020-01-06,2020,NEUTRAL,HIGH,-1,1,-1.0,0.0,1,1.0,0.0,-1,0.019252878467797316,-0.027966980216395036,-0.04389106681189002,0.5297895112379594,0.05749486652977409,-0.23613963039014374,-0.21730382293762585
CASE_000591,203,002799.SZ,2021-08-03,2021,LOSER,MID,0,-1,0.0,1.0,1,1.0,0.0,0,-0.03215114058504906,-0.1569788245476278,-0.24580181211220137,0.10974067046173308,0.10652663165791498,-0.22730682670667646,-0.2793914246196406
CASE_000187,92,603881.SH,2019-11-07,2019,WINNER,MID,0,-1,-1.0,0.0,1,1.0,0.0,0,0.18786169112133677,0.12288072676709538,0.29355545815070927,0.9178327951202009,0.5138154027042923,-0.0064667842445620405,-0.16740914419695163
CASE_000085,220,002801.SZ,2021-05-13,2021,NEUTRAL,MID,1,0,1.0,0.0,1,0.0,0.0,1,0.023334697061576155,-0.039977232080260036,-0.22414872512110495,0.4638898219684246,0.12248272664523929,-0.025401069518716346,-0.10406091370558357
CASE_000650,233,603118.SH,2021-03-18,2021,NEUTRAL,HIGH,-2,-1,-2.0,0.0,1,1.0,0.0,-2,-0.005774173755766096,-0.02317116463440073,-0.1522105570234536,0.4959349593495935,0.07745664739884406,-0.038150289017340744,-0.0856832971800432
CASE_000152,111,600422.SH,2019-02-22,2019,WINNER,HIGH,0,1,1.0,-1.0,1,0.0,0.0,-1,0.5397124569280227,0.6582081431879045,0.37548028579368975,0.9847753434831044,1.246376811594204,-0.005797101449275366,-0.3594771241830065
CASE_000256,110,601700.SH,2019-09-04,2019,LOSER,HIGH,-1,1,-1.0,1.0,1,1.0,0.0,-1,-0.12473213284238427,-0.1532709931357069,-0.18454708716789495,0.06424682395644284,0.062003179650238494,-0.21144674085850546,-0.21283255086071962
CASE_000003,77,300615.SZ,2019-12-03,2019,LOSER,LOW,-2,-1,-2.0,0.0,0,1.0,0.0,0,-0.06717005031412511,-0.22487847005620976,-0.26711775712640135,0.08118741058655221,0.10951437066402403,-0.23885034687809703,-0.28965205603253497
CASE_000114,33,300651.SZ,2018-05-18,2018,WINNER,MID,1,1,1.0,0.0,1,0.0,0.0,1,0.09994068608906494,0.1611416662660516,0.18077590501503502,0.9181553801412546,0.1377659574468082,-0.10345744680851121,-0.16458733205374276
CASE_000513,36,300185.SZ,2018-05-10,2018,WINNER,MID,-2,-2,-1.0,1.0,1,-1.0,0.0,-2,0.04162708853301911,0.10152725380663408,0.13530836397616658,0.8551637279596978,0.004629629629629539,-0.20833333333333348,-0.20276497695852536
CASE_000479,193,002065.SZ,2021-07-28,2021,NEUTRAL,LOW,0,-2,-1.0,0.0,0,0.0,0.0,-2,-0.09606045809322208,0.0158089507941354,-0.03813388773002176,0.4715909090909091,0.1809256661991585,-0.0462833099579244,-0.15061728395061735
CASE_000701,164,600599.SH,2020-03-09,2020,LOSER,HIGH,-2,-1,-1.0,0.0,-1,-1.0,-1.0,-2,-0.09823430937907317,-0.14878331603531328,0.012514169738489421,0.10463432295438088,0.20828402366863896,-0.3538461538461539,-0.4146090534979423
CASE_000521,41,002763.SZ,2018-07-24,2018,LOSER,HIGH,-1,1,-1.0,0.0,0,1.0,0.0,-2,-0.0950481694052358,-0.0851078285177222,-0.12295170696980309,0.12475859405175743,0.019147084421236027,-0.3577023498694517,-0.34725848563968675
CASE_000163,134,300427.SZ,2020-02-11,2020,WINNER,LOW,0,0,0.0,-2.0,-1,1.0,0.0,0,0.11697243146545916,0.20942453665564312,0.16071938129179167,0.8723175965665236,0.5767344078486338,-0.03924316748423229,-0.265333333333333
CASE_000671,140,300512.SZ,2020-09-15,2020,LOSER,LOW,2,-2,1.0,-1.0,-1,1.0,0.0,1,-0.08266802033799944,-0.17410555700835237,-0.17732343766436523,0.10006949270326616,0.021289178001182796,-0.28562980484920164,-0.27735068007096375
CASE_000670,83,002402.SZ,2019-07-10,2019,WINNER,MID,1,0,1.0,1.0,1,0.0,0.0,1,0.08148067632694411,0.7464575850993944,0.45277151318043285,0.9802270230684731,0.8271604938271602,-0.04040404040403989,-0.18762088974854874
CASE_000606,156,603076.SH,2020-11-19,2020,WINNER,MID,1,-1,1.0,0.0,-2,-1.0,0.0,2,0.26385009805396337,0.1769334099940244,0.6437650776609654,0.985408890397014,0.5845758354755792,-0.011311053984575992,-0.18771060455896926
CASE_000061,48,002158.SZ,2018-07-17,2018,NEUTRAL,HIGH,-2,-1,-1.0,1.0,1,1.0,0.0,-2,-0.008207175271331572,0.0299566397789245,-0.011922843262768712,0.484695854320031,0.06615214994487317,-0.25468577728776187,-0.2720510095642933
CASE_000139,217,002852.SZ,2021-08-16,2021,NEUTRAL,MID,0,1,1.0,-1.0,0,0.0,0.0,-1,-0.04194237285815192,-0.020659288737261652,0.16707467130402265,0.4784523435042466,0.27426470588235263,-0.08676470588235297,-0.13487738419618533
CASE_000312,112,600416.SH,2019-09-11,2019,NEUTRAL,HIGH,-1,2,0.0,-1.0,1,1.0,0.0,1,0.007646051040859199,-0.08155758440929736,-0.01744857855496776,0.520404478150957,0.07660738714090298,-0.2393980848153211,-0.2731958762886597
CASE_000092,198,002467.SZ,2021-01-05,2021,NEUTRAL,LOW,-2,1,1.0,0.0,1,-1.0,0.0,-2,0.03877860505112404,-0.012275322145638548,-0.03201669911808465,0.4971543354536324,0.006482982171798879,-0.12317666126418136,-0.11345218800648293
CASE_000110,101,600753.SH,2019-04-10,2019,WINNER,HIGH,1,2,1.0,-1.0,-1,1.0,0.0,-1,0.10422100179949734,0.10523702340975927,0.09862488558828411,0.872803666921314,0.056185845488925024,-0.1048082117774175,-0.119232763089684
CASE_000580,186,300716.SZ,2021-07-28,2021,WINNER,LOW,1,1,1.0,0.0,-1,1.0,0.0,1,0.12674457520578022,0.15775473142231233,0.02616522955533302,0.8731060606060606,0.515402843601896,0.0,-0.32681782642689616
CASE_000309,226,603536.SH,2021-04-07,2021,NEUTRAL,HIGH,-2,-1,-1.0,0.0,1,1.0,0.0,-1,-0.02457986917025827,-0.022350464821857964,-0.03044292193956992,0.4976271186440678,0.05171906907264878,-0.12878358084431796,-0.14468995010691377
CASE_000304,208,601801.SH,2021-01-21,2021,NEUTRAL,MID,-2,-1,-2.0,1.0,1,2.0,0.0,-2,-0.014509302715151395,-0.013277808167625506,-0.05150766737935365,0.46541931172736384,0.07805907172995763,-0.06540084388185663,-0.0588235294117645
CASE_000779,207,000526.SZ,2021-02-22,2021,LOSER,MID,-2,0,-1.0,1.0,1,0.0,0.0,-1,-0.12000974496118937,-0.1626247563119596,-0.2129803675237738,0.07922121517287681,0.030366492146596924,-0.3623036649214664,-0.3612565445026181
CASE_000014,201,000785.SZ,2021-05-06,2021,LOSER,MID,-2,0,-1.0,1.0,1,1.0,0.0,-1,-0.12571264188340422,-0.1575174431388069,-0.20724178281843086,0.10968178740690589,0.06162464985994376,-0.2876870439836763,-0.3191871058163981
CASE_000605,48,300430.SZ,2018-07-17,2018,LOSER,HIGH,0,1,0.0,0.0,1,1.0,0.0,-1,-0.16910857513538882,-0.1204855071159332,-0.10943245210238375,0.13134444013948082,0.12362637362637363,-0.35256410256410253,-0.38078902229845624
CASE_000245,41,600177.SH,2018-07-24,2018,WINNER,HIGH,-2,0,-2.0,1.0,1,2.0,0.0,-2,0.025665426730843627,0.12779866531796089,0.17715456006868244,0.9042101197373503,0.0026845637583889914,-0.09261744966443008,-0.09127516778523526
CASE_000518,39,300424.SZ,2018-03-28,2018,LOSER,MID,0,2,2.0,,-2,,0.0,0,-0.08570086775885571,-0.1306163596182011,-0.14264060083100405,0.15813953488372093,0.0598111227701994,-0.4123819517313747,-0.42137508509189936
CASE_000055,228,300205.SZ,2021-08-27,2021,NEUTRAL,HIGH,2,1,2.0,0.0,0,1.0,0.0,2,-0.014999744753355703,-0.10749435205971115,-0.042112822064975464,0.4766708701134931,0.19908116385911234,-0.12710566615620222,-0.2528957528957535
CASE_000054,33,002348.SZ,2018-05-18,2018,NEUTRAL,MID,-2,-1,-2.0,1.0,1,2.0,0.0,-2,-0.0037180840432671225,-0.09373222537843146,-0.005921913703006154,0.49605317823016204,0.10891089108910923,-0.2623762376237626,-0.2927400468384078
CASE_000195,87,600088.SH,2019-12-06,2019,NEUTRAL,MID,-1,-1,-1.0,1.0,1,1.0,0.0,-1,-0.08870936241738814,-0.04367416597647933,0.015403789478633856,0.4676207513416816,0.47484276729559705,-0.05896226415094408,-0.34008528784648206
CASE_000200,68,002592.SZ,2019-11-13,2019,LOSER,LOW,-1,1,1.0,0.0,-1,-1.0,0.0,-2,-0.08286252955387668,-0.18028528679809597,-0.29922293669852174,0.05342416636787379,0.14305750350631152,-0.2917251051893405,-0.3454429572976414
CASE_000251,17,002432.SZ,2018-10-19,2018,WINNER,LOW,-2,-2,-2.0,1.0,1,2.0,0.0,-2,0.1743053495951145,0.0612181175104914,0.12868165513978227,0.8467590857999251,0.5151515151515156,-0.008658008658008587,-0.22390317700453866
CASE_000437,16,000738.SZ,2018-06-12,2018,WINNER,LOW,-1,-1,-1.0,1.0,1,1.0,0.0,-1,0.11278743606919962,0.1106183494660648,0.10046961714291394,0.8660498793242156,0.13942029764143293,-0.16571428571428581,-0.1615384615384613
CASE_000033,13,300438.SZ,2018-06-21,2018,NEUTRAL,LOW,-2,-2,-2.0,0.0,-1,1.0,0.0,-2,0.010007161105309137,0.0036242047727653194,-0.002708778813183904,0.5088211708099438,0.16628701594533046,-0.1252847380410026,-0.2426181102362206
CASE_000375,14,300313.SZ,2018-06-05,2018,NEUTRAL,LOW,-1,0,-1.0,0.0,0,1.0,0.0,-1,0.012555839248705208,-0.08209423950289416,-0.0083133281592387,0.47073170731707314,0.0942662779397474,-0.18270165208940703,-0.19962511715089037
CASE_000539,86,000550.SZ,2019-10-30,2019,LOSER,MID,-2,-1,-1.0,1.0,1,1.0,0.0,-1,-0.0807049715307945,-0.14928031517054022,-0.12762640725547097,0.11290902553038476,0.06080634500991389,-0.11896893588896229,-0.12032932235592131
CASE_000541,18,002875.SZ,2018-07-02,2018,WINNER,LOW,-2,-2,-2.0,,-1,,0.0,-2,0.21396546896979488,0.17899658673658125,0.032369171766203284,0.9479700433582972,0.3026052104208421,-0.13026052104208397,-0.31194574856546686
CASE_000786,172,600998.SH,2020-07-30,2020,NEUTRAL,HIGH,0,-1,0.0,0.0,0,0.0,0.0,1,-0.04395283372329413,-0.023346437897769263,0.02929354406259027,0.5022960084775697,0.1509223029625486,-0.1106763555058693,-0.2090143635463101
CASE_000664,27,300083.SZ,2018-09-13,2018,LOSER,MID,-2,-1,-2.0,1.0,1,1.0,0.0,-2,-0.1931606846713006,-0.17257523925877657,-0.23768764170050327,0.025738077214231644,0.007712082262210762,-0.3650385604113109,-0.3290488431876607
CASE_000784,67,300716.SZ,2019-05-16,2019,WINNER,LOW,-1,1,-1.0,-1.0,0,1.0,0.0,-1,0.08716786819446734,0.30538301533183804,0.4404849354730772,0.9877488514548239,0.5184501876117755,-0.11472448057813922,-0.10580411124546552
CASE_000300,80,002419.SZ,2019-07-23,2019,LOSER,LOW,1,-1,-1.0,0.0,1,1.0,0.0,1,-0.0648971076731419,-0.1192160420960752,-0.1711197847624471,0.09759650400582666,0.023628048780487854,-0.16615853658536595,-0.17378277153558053
CASE_000329,177,300310.SZ,2020-03-05,2020,WINNER,HIGH,0,2,2.0,-1.0,-2,1.0,0.0,1,0.24526078459910317,0.09357237951478382,0.09014632263605624,0.8311030741410488,0.30605564648117767,-0.11456628477905073,-0.23809523809523792
CASE_000707,200,300421.SZ,2021-02-04,2021,WINNER,LOW,0,-1,-1.0,1.0,-2,1.0,0.0,-1,0.2668306861177715,0.4988375131165068,0.9258980126470006,0.9886591060707138,1.0490883590462845,-0.05610098176718081,-0.13372582001682076
CASE_000638,94,300124.SZ,2019-10-10,2019,WINNER,MID,-1,0,-1.0,0.0,1,1.0,0.0,0,0.09674231861679972,0.1823727514264043,0.20258433501411982,0.9174774774774774,0.289921194525093,-0.05433430111986781,-0.09233176838810697
CASE_000491,5,600787.SH,2018-12-18,2018,NEUTRAL,LOW,-2,-1,-1.0,1.0,-1,1.0,0.0,-2,-0.013920583910172733,0.055180665457374906,-0.031712178345236014,0.5009208103130756,0.22242990654205586,-0.08971962616822426,-0.0864779874213838
CASE_000523,37,300278.SZ,2018-04-27,2018,WINNER,MID,-2,-2,,,-2,,,-2,0.023235022001728414,0.20171277408763558,0.2281618563876341,0.9319526627218935,0.4676616915422891,-0.07835820895522394,-0.2117400419287213
CASE_000558,126,002580.SZ,2020-12-30,2020,NEUTRAL,LOW,0,1,0.0,0.0,-1,0.0,0.0,1,-0.07569025730704046,-0.012383271677785745,0.05256559639303415,0.5223079503522308,0.32090761750405195,-0.2188006482982171,-0.3373819163292846
CASE_000220,143,300571.SZ,2020-11-18,2020,NEUTRAL,MID,-1,-1,-1.0,1.0,1,1.0,0.0,-1,-0.13309870568493198,0.01827283550709119,-0.02950660020610149,0.49847198641765705,0.0011646866992778282,-0.2853482413230839,-0.2741672490100162
CASE_000447,183,002392.SZ,2021-01-05,2021,LOSER,LOW,-1,-1,-2.0,0.0,1,1.0,0.0,-1,-0.12520403583659812,-0.08754264694054024,-0.14723689964700593,0.1342484097756947,0.19026548672566368,-0.13274336283185806,-0.1172566371681415
CASE_000453,148,300300.SZ,2020-04-15,2020,LOSER,MID,-1,-2,-1.0,-1.0,-1,-1.0,-1.0,-2,-0.28902622128808403,-0.27841326909373343,-0.3516651958009136,0.025801695539992626,0.07936507936507908,-0.3345543345543348,-0.35944700460829493
CASE_000368,82,002448.SZ,2019-01-07,2019,NEUTRAL,MID,-2,-1,-1.0,1.0,1,1.0,0.0,-2,0.019596886662959993,-0.0421092897162621,-0.030153053793687545,0.5308596620132255,0.31720430107526854,-0.05017921146953386,-0.10434782608695692
CASE_000659,161,002733.SZ,2020-04-21,2020,LOSER,HIGH,0,1,0.0,-2.0,0,1.0,0.0,0,-0.0572628529626045,-0.16179392342561325,-0.2670428938441747,0.11500184297825286,0.1272953932681995,-0.09773755656108574,-0.1022476862053765
CASE_000310,7,300552.SZ,2018-09-10,2018,NEUTRAL,LOW,-2,-2,-2.0,1.0,-1,1.0,0.0,-2,-0.03769472312382896,-0.01308705743572636,-0.0032029130084128034,0.4808639636225843,0.14373088685015234,-0.19938837920489327,-0.20263788968824936
CASE_000130,39,300395.SZ,2018-03-28,2018,WINNER,MID,-1,1,-1.0,0.0,1,1.0,0.0,-1,0.1138655400369437,0.13630632041640114,0.11642375131507277,0.8773784355179705,0.17330538085255043,-0.11249538205432952,-0.2076529627485043
CASE_000060,200,002931.SZ,2021-02-04,2021,NEUTRAL,LOW,-2,-2,-2.0,1.0,-1,1.0,0.0,-1,-0.00568417786900674,0.004599560053880319,-0.012813470753162678,0.518679119412942,0.2174524982406758,-0.06474313863476422,-0.09197422378441733
CASE_000143,188,300725.SZ,2021-01-11,2021,NEUTRAL,LOW,1,2,2.0,-1.0,0,1.0,0.0,2,0.13803558287854295,-0.028719197866871077,-0.014353514639468858,0.5021746403479425,0.3566602931803695,-0.2464627151051627,-0.3962732919254661
CASE_000111,227,300870.SZ,2021-09-13,2021,WINNER,HIGH,0,1,1.0,-1.0,0,0.0,0.0,0,0.013419079990817484,0.25109083202487603,0.14586095215300765,0.8560653676932747,0.44232633279483013,-0.06171243941841664,-0.18110344827586222
CASE_000408,147,300419.SZ,2020-08-26,2020,WINNER,MID,0,1,1.0,0.0,-2,-1.0,0.0,1,0.14045500780916775,1.070828485353394,0.6778458344650681,0.9919748778785764,1.4347826086956519,-0.02398800599700157,-0.33310533515731866
CASE_000414,217,002286.SZ,2021-08-16,2021,WINNER,MID,1,1,1.0,0.0,0,1.0,0.0,-1,0.1358606209293368,0.17192720440755457,0.22218794251224921,0.9037433155080213,0.3701799485861188,-0.04884318766066831,-0.1335131490222521
CASE_000502,87,300182.SZ,2019-12-06,2019,WINNER,MID,-1,-2,-1.0,0.0,1,-1.0,0.0,-2,-0.08621829397929437,0.7059298448530409,0.2785624340210793,0.9098389982110913,0.9112426035502965,-0.008875739644970237,-0.2596774193548387
CASE_000508,239,300803.SZ,2021-06-03,2021,NEUTRAL,HIGH,1,2,1.0,0.0,0,1.0,0.0,-1,-0.0015299546377387924,-0.038046882515925196,-0.03602071559253178,0.4889621087314662,0.29199961098382543,-0.11072862880091783,-0.16728201122434705
CASE_000267,45,002626.SZ,2018-11-09,2018,NEUTRAL,HIGH,-2,-1,-2.0,1.0,1,1.0,0.0,-2,0.08381405430690697,-0.012568962674290862,-0.005747230543153566,0.5082028337061895,0.16905901116427424,-0.10207336523126054,-0.16359773371104824
CASE_000511,66,600020.SH,2019-01-03,2019,WINNER,LOW,0,-1,-1.0,1.0,-2,1.0,0.0,-1,0.07941395739332524,0.4417747978309125,0.46739756253347775,0.9570011025358324,1.0685714285714285,-0.02000000000000013,-0.13881019830028296
CASE_000327,69,300513.SZ,2019-10-18,2019,NEUTRAL,LOW,-1,1,0.0,0.0,0,1.0,0.0,0,-0.028417148001804157,-0.016211389818607844,-0.02611382958516789,0.5030564545127651,0.1012931034482758,-0.12643678160919491,-0.17508417508417495
CASE_000680,64,000561.SZ,2019-05-13,2019,NEUTRAL,LOW,1,-1,-1.0,0.0,1,1.0,0.0,0,0.056280079879751935,-0.021409476862624354,0.00029315615694379014,0.5416187188339087,0.07348703170028825,-0.07348703170028847,-0.12027027027027082
CASE_000318,9,002100.SZ,2018-07-03,2018,NEUTRAL,LOW,-2,-1,-2.0,1.0,0,1.0,0.0,-2,-0.0006101855801902648,0.004724015942857596,-0.17304323101303315,0.46337641989815903,0.09149277688603497,-0.2792937399678974,-0.26947040498442354
CASE_000474,99,002900.SZ,2019-01-31,2019,LOSER,MID,-1,-1,-1.0,0.0,1,1.0,0.0,-2,-0.07612640009123195,-0.17769262399988656,-0.23222847398366248,0.1614448949502396,0.41418563922942253,-0.0017513134851137035,-0.2253609541745134
CASE_000221,77,002897.SZ,2019-12-03,2019,WINNER,LOW,-1,-1,-2.0,1.0,-1,1.0,0.0,0,0.13066754775548997,0.035538803719573867,0.18560757453774368,0.847997138769671,0.5879999999999994,-0.014222222222222247,-0.24495030458480294
CASE_000182,167,002369.SZ,2020-05-29,2020,LOSER,HIGH,0,0,-1.0,-2.0,0,1.0,0.0,-1,-0.2350478868373565,-0.2134330625972944,-0.30991436492274926,0.04525386313465784,0.12157721796276033,-0.08762322015334079,-0.17221135029354206
CASE_000498,21,300002.SZ,2018-01-04,2018,WINNER,MID,-2,-1,-2.0,0.0,0,1.0,0.0,-2,0.07366880691011811,0.16075733055765057,0.18858000281409162,0.9160642570281124,0.2964169381107493,-0.02931596091205213,-0.2227979274611398
CASE_000451,103,000927.SZ,2019-02-14,2019,WINNER,HIGH,0,1,1.0,0.0,0,-1.0,0.0,0,-0.011935289063104343,0.5806726929127152,0.2904271605118515,0.9189089568743088,1.2117647058823526,-0.008823529411764786,-0.35233918128654984
CASE_000760,219,002724.SZ,2021-02-22,2021,WINNER,MID,-1,-1,-2.0,1.0,1,1.0,0.0,-1,0.23858291982210306,0.42934211705876874,0.5826052533991818,0.9835515273581739,0.7342143906020555,-0.019089574155653377,-0.11206896551724099
CASE_000255,30,600755.SH,2018-08-13,2018,WINNER,MID,-2,-1,-1.0,1.0,1,1.0,0.0,-2,0.06243379976414795,0.008647401019198114,0.09707473145590544,0.8225190839694656,0.026760563380281432,-0.167605633802817,-0.16759002770083087
CASE_000113,56,002831.SZ,2018-11-20,2018,LOSER,HIGH,0,1,0.0,-1.0,0,0.0,0.0,-1,-0.1014384206940323,-0.1002138121927223,0.06038323663707781,0.12481481481481481,0.1358930112165666,-0.19499568593615169,-0.16760138050043116
CASE_000538,131,600502.SH,2020-02-11,2020,NEUTRAL,LOW,-1,1,-1.0,0.0,-1,1.0,0.0,-2,-0.025521683665095635,-0.023220982088579326,0.004829484856361518,0.5014306151645207,0.30578512396694246,-0.04683195592286493,-0.15333333333333332
CASE_000189,127,300142.SZ,2020-03-17,2020,WINNER,LOW,1,0,1.0,0.0,0,1.0,0.0,1,0.04194765261175215,0.2300298317923071,0.3420723475385105,0.928,0.7488554610856759,-0.053302812295618174,-0.05237767057201925
CASE_000208,145,300365.SZ,2020-08-06,2020,WINNER,MID,-1,-1,-1.0,1.0,1,0.0,0.0,-1,0.09091387211710554,0.05880443225380791,0.19115009867358612,0.8409010911650827,0.1760624457935822,-0.0737207285342586,-0.19366993217784523
CASE_000612,163,002251.SZ,2020-06-18,2020,NEUTRAL,HIGH,2,2,2.0,-1.0,1,1.0,0.0,2,-0.020003315367587843,-0.04222756140655021,-0.10240313257752516,0.4911392405063291,0.2622149837133547,-0.10260586319218257,-0.24898511502029752
CASE_000175,212,300582.SZ,2021-04-23,2021,WINNER,MID,-1,0,-1.0,1.0,1,1.0,0.0,1,0.1864210501882578,0.6666480976362817,1.4133443774756864,0.9902060114826072,1.6965486583599678,-0.13748712667353258,-0.12946216087577345
CASE_000710,185,300682.SZ,2021-01-12,2021,WINNER,LOW,-1,-1,-2.0,1.0,1,1.0,0.0,-2,0.04258295027548292,0.1879656124390632,0.21649477772946074,0.9163599866175979,0.24614254224834697,-0.10139603232916894,-0.1204819277108432
