gap,mcb_mode,target,mechanic,year,scope,peak,trough,dimension,name,pnl,peak_nav,drawdown_contribution_percentage_points,contribution_basis,effect_in_actual_drawdown
OGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,strategy,SMV6,-31019.683159759777,8016354.315796261,0.3869549914807951,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-02-26,2025-05-15,strategy,SMV6,-90144.903932995,8929849.239620272,1.0094784527048553,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2025-02-26,2025-05-15,strategy,SMV6,-90144.903932995,8929849.239620272,1.0094784527048553,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-06-26,strategy,SMV6,-82600.29463400002,10663076.602528028,0.7746384811154498,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,NATIVE,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-06-26,strategy,SMV6,-82600.29463400002,10663076.602528028,0.7746384811154498,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,strategy,SMV6,-5471.180722224031,9712327.925645774,0.0563323310756133,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,strategy,SMV6,-8313.203806911923,9798015.373684796,0.0848457926412247,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-02-26,2025-04-07,strategy,SMV6,-62630.08417121464,9913625.968468051,0.6317575866834206,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,strategy,SMV6,179709.000161854,9798015.373684796,-1.8341367441054528,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,strategy,SMV6,-47427.1575081041,11529426.30997494,0.4113574798346335,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G25,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,strategy,SMV6,-47427.1575081041,11529426.30997494,0.4113574798346335,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,strategy,SMV6,-5471.180722224031,16719043.58407416,0.0327242446298521,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,strategy,SMV6,-11325.036268991891,17061175.651592895,0.0663789911097629,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,strategy,SMV6,-68796.84655910693,17232646.541229878,0.3992239171998763,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,strategy,SMV6,660142.1991946368,17061175.651592895,-3.869265592685012,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,strategy,SMV6,-190608.85000173617,23277859.4322738,0.8188418293198592,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G50,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,strategy,SMV6,-190608.85000173617,23277859.4322738,0.8188418293198592,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,strategy,SMV6,-5471.180722224031,29624110.29658841,0.0184686752359752,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,strategy,SMV6,-11325.036268991937,30547124.1405134,0.037073985154537,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-02-26,2025-04-07,strategy,SMV6,-366654.63715161785,31039109.14829466,1.1812666252754307,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,strategy,SMV6,1866568.11932396,30547124.1405134,-6.1104544923376505,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,strategy,SMV6,-464878.5830532324,46906736.99371053,0.9910699674453276,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G75,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,strategy,SMV6,-464878.5830532324,46906736.99371053,0.9910699674453276,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,strategy,SMV6,-5471.180722224031,46713428.254847825,0.0117122226447943,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,strategy,SMV6,-11325.036268991937,48879729.5640257,0.0231691876571405,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,strategy,SMV6,-157957.48504331202,48655270.02997383,0.3246461995709881,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,strategy,SMV6,3995800.588430216,48879729.5640257,-8.17476001620727,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-25,2026-07-24,strategy,SMV6,-42218.11388347331,87141786.62288108,0.0484476110940649,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G100,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-25,2026-07-24,strategy,SMV6,-42218.11388347331,87141786.62288108,0.0484476110940649,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G25,ENTRY_ONLY,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,strategy,SMV6,-5471.180722224031,8006330.166530882,0.0683356869929669,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G25,ENTRY_ONLY,2024,FULL_PATH_TROUGH_IN_YEAR,2023-11-20,2024-02-07,strategy,SMV6,4082.7053130720014,8042681.516956685,-0.0507629862560674,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G25,ENTRY_ONLY,2025,ANNUAL_LOCAL,2025-10-09,2025-11-18,strategy,SMV6,-247803.35654725664,10844288.568027057,2.285104781127569,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G25,ENTRY_ONLY,2025,FULL_PATH_TROUGH_IN_YEAR,2025-10-09,2025-11-18,strategy,SMV6,-247803.35654725664,10844288.568027057,2.285104781127569,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G25,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,strategy,SMV6,-18552.624404928018,11927682.956387024,0.1555425682654775,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G25,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,strategy,SMV6,-18552.624404928018,11927682.956387024,0.1555425682654775,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G100,ENTRY_ONLY,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,strategy,SMV6,-5471.180722224031,23509153.34062485,0.0232725553445159,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G100,ENTRY_ONLY,2024,FULL_PATH_TROUGH_IN_YEAR,2023-11-20,2024-02-07,strategy,SMV6,2298.4451782720244,24057707.513546497,-0.0095538827919402,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G100,ENTRY_ONLY,2025,ANNUAL_LOCAL,2025-11-11,2025-12-31,strategy,SMV6,149686.6917064047,58962279.48117401,-0.2538685631280554,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G100,ENTRY_ONLY,2025,FULL_PATH_TROUGH_IN_YEAR,2025-11-11,2025-12-31,strategy,SMV6,149686.6917064047,58962279.48117401,-0.2538685631280554,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G100,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,strategy,SMV6,-56458.32613283218,73658246.34921594,0.0766490229283515,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,independent,G100,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,strategy,SMV6,-56458.32613283218,73658246.34921594,0.0766490229283515,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-05-07,2024-09-25,strategy,SMV6,-31019.683159759777,7566454.73746369,0.4099632421796223,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2024-05-07,2024-09-25,strategy,SMV6,-31019.683159759777,7566454.73746369,0.4099632421796223,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-02-26,2025-05-15,strategy,SMV6,-90144.903932995,8394443.525711378,1.0738639631905291,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2025-02-26,2025-05-15,strategy,SMV6,-90144.903932995,8394443.525711378,1.0738639631905291,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-06-26,strategy,SMV6,-82600.29463400002,9955240.973769857,0.8297166773927009,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,NATIVE,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-06-26,strategy,SMV6,-82600.29463400002,9955240.973769857,0.8297166773927009,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,strategy,SMV6,-5471.180722224031,9565203.709081477,0.057198789368485,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,strategy,SMV6,-11325.036268991911,9703338.756924896,0.1167127784847218,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,strategy,SMV6,-29003.18465068481,9769714.380703282,0.2968682964567587,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,strategy,SMV6,213359.78994251424,9703338.756924896,-2.1988286226763716,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,strategy,SMV6,-53296.84562197595,11273398.320987264,0.4727664551935081,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G25,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,strategy,SMV6,-53296.84562197595,11273398.320987264,0.4727664551935081,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,strategy,SMV6,-5471.180722224031,16162796.24864068,0.0338504590298486,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,strategy,SMV6,-11325.036268991891,16522512.80250858,0.0685430624527791,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,strategy,SMV6,-69572.47918192277,16686878.222131066,0.4169292677503445,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,strategy,SMV6,763481.0742958252,16522512.80250858,-4.620853277111139,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,strategy,SMV6,-202930.87102452831,22337478.681357563,0.9084770663660022,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G50,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,strategy,SMV6,-202930.87102452831,22337478.681357563,0.9084770663660022,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,strategy,SMV6,-5471.180722224031,27947188.40999273,0.0195768556105191,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,strategy,SMV6,-11325.036268991937,28935850.981085647,0.0391384247741485,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,strategy,SMV6,-126168.57953913856,29191346.226195216,0.4322122678464196,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,strategy,SMV6,2037408.454018569,28935850.981085647,-7.041121601539736,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,strategy,SMV6,-462949.1779791202,43286185.09209221,1.0695079203542348,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G75,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,strategy,SMV6,-462949.1779791202,43286185.09209221,1.0695079203542348,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,strategy,SMV6,-5471.180722224031,47821593.18356133,0.0114408164973155,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2024,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2024-02-07,strategy,SMV6,-11325.036268991937,50250038.63525441,0.0225373682818355,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,ANNUAL_LOCAL,2025-03-06,2025-04-07,strategy,SMV6,-158123.154078928,50861497.53599412,0.3108896940500542,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2025,FULL_PATH_TROUGH_IN_YEAR,2023-09-04,2025-01-06,strategy,SMV6,4901736.229521177,50250038.63525441,-9.754691464221516,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2026,ANNUAL_LOCAL,2026-05-13,2026-07-24,strategy,SMV6,-850513.3965093688,94587421.99721733,0.8991823421663718,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G100,FULL_BOOK_NORMALIZATION,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-24,strategy,SMV6,-850513.3965093688,94587421.99721733,0.8991823421663718,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,strategy,SMV6,-5471.180722224031,7968430.220754713,0.0686607094578515,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2024,FULL_PATH_TROUGH_IN_YEAR,2023-11-20,2024-02-07,strategy,SMV6,4099.414103632002,8004694.95400258,-0.0512126211827994,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2025,ANNUAL_LOCAL,2025-10-09,2025-11-18,strategy,SMV6,-247500.3023926206,10824550.095959011,2.286471956788455,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2025,FULL_PATH_TROUGH_IN_YEAR,2025-10-09,2025-11-18,strategy,SMV6,-247500.3023926206,10824550.095959011,2.286471956788455,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,strategy,SMV6,-19696.598652111992,11912901.514419876,0.1653383823266767,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G25,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,strategy,SMV6,-19696.598652111992,11912901.514419876,0.1653383823266767,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2024,ANNUAL_LOCAL,2024-01-04,2024-02-07,strategy,SMV6,-5471.180722224031,23258066.419262853,0.0235237986838522,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2024,FULL_PATH_TROUGH_IN_YEAR,2023-11-20,2024-02-07,strategy,SMV6,2298.4451782720244,23802149.360196736,-0.0096564606140805,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2025,ANNUAL_LOCAL,2025-11-11,2025-12-31,strategy,SMV6,149686.6917064047,58739397.358677305,-0.2548318478522697,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2025,FULL_PATH_TROUGH_IN_YEAR,2025-11-11,2025-12-31,strategy,SMV6,149686.6917064047,58739397.358677305,-0.2548318478522697,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,OFFSETS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2026,ANNUAL_LOCAL,2026-05-13,2026-07-08,strategy,SMV6,-66417.68026841604,73794614.49296406,0.0900034246736916,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
IFCGR,confirmation_tag,G100,ENTRY_ONLY,2026,FULL_PATH_TROUGH_IN_YEAR,2026-05-13,2026-07-08,strategy,SMV6,-66417.68026841604,73794614.49296406,0.0900034246736916,Additive contribution within the same actual portfolio peak-to-trough window; negative contribution offsets drawdown,ADDS_ACTUAL_WINDOW_LOSS
