trade_date,decision_at,incremental_pnl,incremental_daily_return,incremental_capital_days,concentration,gross_after,current_account_drawdown,gross_before,state_trade_date,market_median_ret20,market_median_ret60,market_positive_ret20_share,market_positive_ret60_share,state_as_of,b20_l5,b20_l5_source_timestamp,market_regime,index_realized_vol20_prior,index_amount_prior,breadth_bucket,year,block,gap,mcb_mode,target,mechanic
2025-04-29,2025-04-29 09:30:00,703.0841445028782,7.053981400240916e-05,8211140.264289379,0.07430842250710937,0.49300939001553784,0.026121163001062375,0.49300402271064514,2025-04-28,-0.06590909090909092,-0.00578034682080919,0.20656102307478455,0.47706422018348627,2025-04-28 15:00:00,0.1883817427385892,2025-04-21 15:00:00,BEAR,0.45143378525008593,221937583618.0,MINORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-04-30,2025-04-30 09:30:00,132880.3988619279,0.007749620904155786,8228038.647689819,0.07728661747462336,0.4969984236328167,0.026110852939014606,0.49300939001553784,2025-04-29,-0.04295175023651843,-0.00712758737009811,0.2830717488789238,0.4705717488789238,2025-04-29 15:00:00,0.2400996953752423,2025-04-22 15:00:00,BEAR,0.4519060917721925,219411784620.0,MINORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-06,2025-05-06 09:30:00,263015.4231571816,0.015193624922800868,50194436.55037212,0.10934523020532091,0.5025935086661826,0.018387464525031705,0.4969984236328167,2025-04-30,-0.04417670682730934,0.007936507936507908,0.27779341401632424,0.5319448353504082,2025-04-30 15:00:00,0.23503325942350334,2025-04-23 15:00:00,TRANSITION,0.45258678318725964,241759324240.0,MINORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-07,2025-05-07 09:30:00,30709.061255134642,0.0017237794384308178,8641220.574103832,0.10726372060954341,0.4960574853187597,0.003077613520164224,0.5025935086661826,2025-05-06,-0.022727272727272763,0.023156607845184585,0.3687464867903317,0.5851602023608768,2025-05-06 15:00:00,0.1987250554323725,2025-04-24 15:00:00,TRANSITION,0.46304796607641463,283658443311.0,MINORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-08,2025-05-08 09:30:00,165750.5332274083,0.009445452022628255,8551421.337265968,0.1083921972822809,0.5003776520332089,0.0012675853486360245,0.4960574853187597,2025-05-07,-0.011112875339613915,0.011403259518970588,0.425,0.5426966292134832,2025-05-07 15:00:00,0.21448390677025528,2025-04-25 15:00:00,TRANSITION,0.46132768253321593,296522333566.0,MINORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-09,2025-05-09 09:30:00,-153926.75890661776,-0.006593282603393835,8267365.226345539,0.026322266157892033,0.4957148327168958,0.0,0.5003776520332089,2025-05-08,0.1332176815213214,0.01194515894200432,0.9483146067415731,0.5351123595505618,2025-05-08 15:00:00,0.20656102307478455,2025-04-28 15:00:00,BULL,0.18062277837846696,262739570040.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-12,2025-05-12 09:30:00,33601.24327277206,0.00010886137440500486,19361357.13907194,0.044326243285474055,0.41550133340612677,0.010925315688865567,0.4957148327168958,2025-05-09,0.13077173314648904,-0.01264165148496571,0.9081460674157303,0.4558988764044944,2025-05-09 15:00:00,0.2830717488789238,2025-04-29 15:00:00,TRANSITION,0.1916844775688127,242809574289.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-13,2025-05-13 09:30:00,-24286.397658312693,0.0012217484506655517,4093523.3468556404,0.08422823657512823,0.4967827347269344,0.007196045300729703,0.41550133340612677,2025-05-12,0.11638591117917318,0.0031471282454760274,0.8795282224094355,0.510530749789385,2025-05-12 15:00:00,0.27779341401632424,2025-04-30 15:00:00,BULL,0.18401625880029762,264308289588.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-14,2025-05-14 09:30:00,1791.9581757578999,7.83599560168094e-05,3781987.22090292,0.0780308757655107,0.500366846470193,0.01118796285409085,0.4967827347269344,2025-05-13,0.08362265901459554,-0.006137525779020714,0.8340819764177428,0.4772599663110612,2025-05-13 15:00:00,0.3687464867903317,2025-05-06 15:00:00,TRANSITION,0.17120227794410653,263462633901.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-15,2025-05-15 09:30:00,-24638.242914548144,0.0014941913155940784,3278531.5320630074,0.07305355189604956,0.4806405034233412,0.011061235108699385,0.500366846470193,2025-05-14,0.07692307692307687,0.0011294892456822359,0.8394160583941606,0.5014037057832679,2025-05-14 15:00:00,0.425,2025-05-07 15:00:00,BULL,0.16687661414301708,252514241033.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-16,2025-05-16 09:30:00,14669.354068076238,-0.0013473003411185926,3029367.543316841,0.0744210382875674,0.5009497508020916,0.015351700692631254,0.4806405034233412,2025-05-15,0.04653517324133816,-0.008891242446248393,0.7459292532285233,0.47220662549129705,2025-05-15 15:00:00,0.9483146067415731,2025-05-08 15:00:00,TRANSITION,0.17534581830831694,224907797793.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-19,2025-05-19 09:30:00,18334.593408938497,-0.0007298971023027862,9888497.8592062,0.07454025222036241,0.5022833730397325,0.012355976130458801,0.5009497508020916,2025-05-16,0.04991273996509582,-0.01598173515981749,0.7573715248525695,0.4462229710755406,2025-05-16 15:00:00,0.9081460674157303,2025-05-09 15:00:00,TRANSITION,0.1742873191867817,206157492557.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-20,2025-05-20 09:30:00,24749.420426279306,-0.001210704631347267,3314036.2888183594,0.07451275729917238,0.5042988203160776,0.009543268521612469,0.5022833730397325,2025-05-19,0.07499657862323805,0.01616628175519641,0.8177478236450435,0.5518112889637742,2025-05-19 15:00:00,0.8795282224094355,2025-05-12 15:00:00,BULL,0.16568454964617788,214012637258.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-21,2025-05-21 09:30:00,687.9460726082325,0.000542801598763631,3337317.491028309,0.07504161143948603,0.49414033414507647,0.005516218751287494,0.5042988203160776,2025-05-20,0.08090172239108395,0.008501680459687022,0.8355780022446689,0.5244107744107744,2025-05-20 15:00:00,0.8340819764177428,2025-05-13 15:00:00,BULL,0.1669531203748579,232587241741.99997,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-22,2025-05-22 09:30:00,-21365.50601071678,0.0013635902851034396,3271529.162909031,0.07649591372266842,0.49874056523666915,0.005980435473331824,0.49414033414507647,2025-05-21,0.07178760178533128,-0.005713255236273529,0.8366086468276249,0.4811903425042111,2025-05-21 15:00:00,0.8394160583941606,2025-05-14 15:00:00,TRANSITION,0.16726754401107433,234419144815.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-23,2025-05-23 09:30:00,-18082.470519430935,0.0006002623518076371,3220730.321919441,0.07610941213485882,0.4890354486305962,0.009781550722001597,0.49874056523666915,2025-05-22,0.043315285297792494,-0.022900763358778442,0.7198651306546783,0.4338297274515313,2025-05-22 15:00:00,0.7459292532285233,2025-05-15 15:00:00,TRANSITION,0.15906369240940102,220813672515.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-26,2025-05-26 09:30:00,17508.73514291644,-0.0011863319996758318,9448904.630349636,0.07724988410714065,0.50164156426522,0.012438873598674793,0.4890354486305962,2025-05-23,0.029595015576324046,-0.03511323498857266,0.6494527083918047,0.3847880999158013,2025-05-23 15:00:00,0.7573715248525695,2025-05-16 15:00:00,TRANSITION,0.1662023938375905,224806210853.00003,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-27,2025-05-27 09:30:00,-2172.504081469029,0.00017327250757647762,3369639.3166356087,0.07739714185104697,0.5013753869176528,0.009271411215650227,0.50164156426522,2025-05-26,0.03172943118504368,-0.022632010911542155,0.6712521055586749,0.43234138124649074,2025-05-26 15:00:00,0.8177478236450435,2025-05-19 15:00:00,TRANSITION,0.16648155583773397,191925536268.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-28,2025-05-28 09:30:00,4740.160234477371,-0.0001208090834780315,3368891.6176872253,0.07751716636519194,0.49214863917811036,0.009691442798122174,0.5013753869176528,2025-05-27,0.040981930122700794,-0.033368091762252416,0.7205841055883179,0.40409997191800057,2025-05-27 15:00:00,0.8355780022446689,2025-05-20 15:00:00,TRANSITION,0.1619490279670375,193605916886.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-29,2025-05-29 09:30:00,42249.39724845812,-0.0018899268705915642,3346669.5571660995,0.07819233883129574,0.48358731954329237,0.009030769579199238,0.49214863917811036,2025-05-28,0.035739832413652195,-0.03411572052401757,0.6852891633913532,0.40061763054463784,2025-05-28 15:00:00,0.8366086468276249,2025-05-21 15:00:00,TRANSITION,0.16253697094367264,191732662667.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-05-30,2025-05-30 09:30:00,-19887.433273183182,0.0015224719790087361,3092099.2528095245,0.03213963782819409,0.39482405232657175,0.002332543243422691,0.48358731954329237,2025-05-29,0.06748667056166535,0.0101177491093013,0.8250982594048287,0.5280741156653566,2025-05-29 15:00:00,0.7198651306546783,2025-05-22 15:00:00,BULL,0.1679405272453436,232575959070.00003,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-03,2025-06-03 09:30:00,21963.33388546668,0.0011800782465984593,9337681.672135353,0.020141728065637573,0.4897958755519433,0.006134624774573383,0.39482405232657175,2025-05-30,0.04404761904761911,-0.002886140782798252,0.7596180848076383,0.4883459702330806,2025-05-30 15:00:00,0.6494527083918047,2025-05-23 15:00:00,TRANSITION,0.1730102210363782,228038836605.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-04,2025-06-04 09:30:00,44428.572575915605,0.001085130971734097,5612792.585351467,0.020355364612873864,0.48749599614757166,0.004804907368980427,0.4897958755519433,2025-06-03,0.04269854824935937,-0.009271523178807861,0.7444538051109238,0.4743049705139006,2025-06-03 15:00:00,0.6712521055586749,2025-05-26 15:00:00,TRANSITION,0.17266019407269734,234296502252.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-05,2025-06-05 09:30:00,-89710.59546592459,-0.0036428111107690434,6079413.672589779,0.03263257026770343,0.48735765650595364,0.0008214674105119224,0.48749599614757166,2025-06-04,0.026807491289198793,-0.0026477435924105452,0.6541268950028074,0.4918585064570466,2025-06-04 15:00:00,0.7205841055883179,2025-05-27 15:00:00,TRANSITION,0.14954578932567253,232039996402.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-06,2025-06-06 09:30:00,-18768.17341862619,-0.0008539621914800835,6888068.249419689,0.042644935989574514,0.49927247204637504,0.007400831186489931,0.48735765650595364,2025-06-05,0.021871722691394924,-0.014731826835792161,0.6467452300785634,0.4542648709315376,2025-06-05 15:00:00,0.6852891633913532,2025-05-28 15:00:00,TRANSITION,0.1515389518003757,273238606861.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-09,2025-06-09 09:30:00,50729.92961042747,0.002483074768221041,22284214.331125736,0.054865219819688976,0.5013233421718264,0.008692842382948318,0.49927247204637504,2025-06-06,0.012167363707020873,-0.0108552034483399,0.5813692480359147,0.4674523007856341,2025-06-06 15:00:00,0.8250982594048287,2025-05-29 15:00:00,TRANSITION,0.1494279398014682,240362538720.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-10,2025-06-10 09:30:00,24653.038873501122,0.0010506802902438689,7713690.664696217,0.04820732932526104,0.5009223261738502,0.005371231545345689,0.5013233421718264,2025-06-09,0.03157894736842093,-0.007425742574257543,0.7047431939376929,0.4748807184956497,2025-06-09 15:00:00,0.7596180848076383,2025-05-30 15:00:00,TRANSITION,0.14658532977403407,255785048702.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-11,2025-06-11 09:30:00,-5167.294867847115,-0.00023022912933513275,7622284.244673729,0.04831985233975011,0.5007422579058408,0.0036064590215501013,0.5009223261738502,2025-06-10,0.010471204188481575,-0.02134575601321531,0.5587657784011221,0.44011220196353434,2025-06-10 15:00:00,0.7444538051109238,2025-06-03 15:00:00,TRANSITION,0.1426593124830531,277218151000.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-12,2025-06-12 09:30:00,43048.743917899206,0.0021179373967375407,7617191.161401272,0.048717910076349395,0.5016137824594697,0.0039658302321538,0.5007422579058408,2025-06-11,0.019169459177421966,-0.019132594523834978,0.6180594503645541,0.44363432417274257,2025-06-11 15:00:00,0.6541268950028074,2025-06-04 15:00:00,TRANSITION,0.14298350057543144,243671184607.00003,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-13,2025-06-13 09:30:00,-149770.71733659506,-0.006516472510905039,7421294.640965939,0.04930216499953644,0.495575682590957,0.0011703482724195746,0.5016137824594697,2025-06-12,0.01778883236683748,-0.007681576858457884,0.5948372615039281,0.4730639730639731,2025-06-12 15:00:00,0.6467452300785634,2025-06-05 15:00:00,TRANSITION,0.14293289047382474,250824401493.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-16,2025-06-16 09:30:00,43352.53426852822,0.0021311622867709657,21891634.347970963,0.050464858785162325,0.5020259305055463,0.011719140708309261,0.495575682590957,2025-06-13,0.007936507936507908,-0.04401206334021712,0.5464235624123422,0.3708274894810659,2025-06-13 15:00:00,0.5813692480359147,2025-06-06 15:00:00,TRANSITION,0.13871255830023135,298969326947.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-17,2025-06-17 09:30:00,-23254.473741851747,-0.0010278161635323886,7483659.815788746,0.05042631795433489,0.5011259197225392,0.008882405422208084,0.5020259305055463,2025-06-16,0.01168941868485085,-0.04079315632742092,0.5775910364145658,0.380672268907563,2025-06-16 15:00:00,0.7047431939376929,2025-06-09 15:00:00,TRANSITION,0.14047769030269786,253087825583.99997,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-18,2025-06-18 09:30:00,-66297.66687538102,-0.003621210833147313,7003455.24366045,0.05108118773030568,0.4989268577151357,0.010514954818604982,0.5011259197225392,2025-06-17,0.002998500749625377,-0.042119565217391464,0.5163819658359003,0.35956314757770935,2025-06-17 15:00:00,0.5587657784011221,2025-06-10 15:00:00,TRANSITION,0.13985503414645595,260873532301.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-19,2025-06-19 09:30:00,-106846.71104141325,-0.005238443176757014,6936492.889742374,0.050432291842958325,0.49534540422904294,0.014486692900526177,0.4989268577151357,2025-06-18,-0.011023622047243942,-0.043670048522276184,0.41841589700531767,0.35432409739714527,2025-06-18 15:00:00,0.6180594503645541,2025-06-11 15:00:00,BEAR,0.13674897246419151,256463608433.00003,MINORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-20,2025-06-20 09:30:00,-1005.2097439803183,-0.0004382894781761024,6835765.04814291,0.05194364685292746,0.4955125234549985,0.02151153153825236,0.49534540422904294,2025-06-19,-0.024999350225433425,-0.05846621108580097,0.3382805936712405,0.3060767292075049,2025-06-19 15:00:00,0.5948372615039281,2025-06-12 15:00:00,BEAR,0.14559792734105262,270827079699.0,MINORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-23,2025-06-23 09:30:00,48246.83301822841,0.002425023103913222,22254520.83065319,0.05101119551438121,0.49710636553336435,0.021187392202672517,0.4955125234549985,2025-06-20,-0.01883879603232269,-0.05227182968623956,0.3527435610302352,0.32390817469204924,2025-06-20 15:00:00,0.5464235624123422,2025-06-13 15:00:00,BEAR,0.14338195257619427,226531986434.0,MINORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-24,2025-06-24 09:30:00,88417.38328381628,0.004429203207010423,7507324.227581024,0.05802152982120684,0.5022734770090923,0.01805404375273556,0.49710636553336435,2025-06-23,0.006178228780527317,-0.02210075201298123,0.5429052159282108,0.42204150308468874,2025-06-23 15:00:00,0.5775910364145658,2025-06-16 15:00:00,TRANSITION,0.14367426493656887,239995084576.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-25,2025-06-25 09:30:00,34229.79977913201,-0.00011242355655068006,6849333.31112051,0.08335072759181027,0.3397709492792469,0.012314574853470872,0.5022734770090923,2025-06-24,0.01971348226462466,0.002359806873015624,0.6408174692049272,0.5072788353863382,2025-06-24 15:00:00,0.5163819658359003,2025-06-17 15:00:00,BULL,0.1567797252494379,303658275673.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-26,2025-06-26 09:30:00,-12683.024385862052,0.000384152372131434,4116613.913760662,0.04234530033321776,0.500709360025707,0.008276518061023141,0.3397709492792469,2025-06-25,0.027547784893629967,0.0047375208625030085,0.687010078387458,0.5159574468085106,2025-06-25 15:00:00,0.41841589700531767,2025-06-18 15:00:00,BULL,0.16102148582671957,334997601175.00006,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-27,2025-06-27 09:30:00,-32920.4583922755,-0.0009653959798405633,4550851.581437588,0.056987899363855704,0.4783135054192566,0.010117291781557958,0.500709360025707,2025-06-26,0.026562499999999822,0.007046126176722067,0.6681601792215066,0.5267432091851022,2025-06-26 15:00:00,0.3382805936712405,2025-06-19 15:00:00,BULL,0.1613016486574018,343746329447.99994,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-06-30,2025-06-30 09:30:00,80506.73811349459,0.00200586706018349,13667544.084249496,0.06058616653385361,0.5026646896155816,0.012923925582764895,0.4783135054192566,2025-06-27,0.015644416308050912,0.023329763237752155,0.6150615901455767,0.5842665173572228,2025-06-27 15:00:00,0.3527435610302352,2025-06-20 15:00:00,BULL,0.151189709353358,330455014092.00006,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-07-01,2025-07-01 09:30:00,-13221.692685363814,1.0899848532646035e-06,4583640.476673126,0.04598041875862738,0.4994616009880843,0.005693620333059757,0.5026646896155816,2025-06-30,0.04067717712978092,0.04689034010204307,0.7374020156774916,0.6685330347144457,2025-06-30 15:00:00,0.5429052159282108,2025-06-23 15:00:00,BULL,0.1491697049148449,336221160415.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-07-02,2025-07-02 09:30:00,-29039.98661106266,0.0008902992164123002,3276189.025716305,0.039470396354937806,0.4877356721104611,0.007209018301000292,0.4994616009880843,2025-07-01,0.03415946283049265,0.03901176948051954,0.7158454647256439,0.6394176931690929,2025-07-01 15:00:00,0.6408174692049272,2025-06-24 15:00:00,BULL,0.14822013849986185,334302458347.00006,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-07-03,2025-07-03 09:30:00,9860.77340560779,-5.808396050841348e-05,3183476.314538479,0.04044575800124592,0.500992464623861,0.011428226976170075,0.4877356721104611,2025-07-02,0.02171654224632935,0.032398654455275455,0.6576147816349384,0.618421052631579,2025-07-02 15:00:00,0.687010078387458,2025-06-25 15:00:00,BULL,0.15267239236151034,296643998872.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-07-04,2025-07-04 09:30:00,-8041.5464600566775,0.00026537187301979353,3364565.7231025696,0.04043389991914931,0.5003941970501575,0.010241954502037132,0.500992464623861,2025-07-03,0.02450675227551058,0.04425717256491146,0.6727323628219485,0.6601343784994401,2025-07-03 15:00:00,0.6681601792215066,2025-06-26 15:00:00,BULL,0.15189046567203296,270492479384.00003,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-07-07,2025-07-07 09:30:00,21738.33207530342,-0.0013413787178392215,10067803.024724483,0.040458443980208605,0.4868547043946203,0.011427169207185117,0.5003941970501575,2025-07-04,0.015597967128027745,0.17563533770170836,0.6262597984322509,0.917973124300112,2025-07-04 15:00:00,0.6150615901455767,2025-06-27 15:00:00,BULL,0.1529645482221956,304676921480.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-07-08,2025-07-08 09:30:00,43281.802367229015,-0.0015413203529272444,3339905.519351959,0.04146899679935794,0.5033246075916235,0.007603125382242282,0.4868547043946203,2025-07-07,0.012875726777021868,0.19077221330915217,0.5963045912653976,0.9034154535274356,2025-07-07 15:00:00,0.7374020156774916,2025-06-30 15:00:00,BULL,0.14895769906251324,264834579254.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-07-09,2025-07-09 09:30:00,-7569.195707347244,-0.00029339461261388165,3561409.5154476166,0.04118582635298902,0.4954091353783237,0.0010983479971102827,0.5033246075916235,2025-07-08,0.03126286008230428,0.17590040556291253,0.7067226890756303,0.884313725490196,2025-07-08 15:00:00,0.7158454647256439,2025-07-01 15:00:00,BULL,0.14955908380523855,306816858617.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-07-10,2025-07-10 09:30:00,4337.0057412832975,-0.00028197140462229194,3542843.6952991486,0.04152386543468594,0.5009846056380771,0.0016695890171049,0.4954091353783237,2025-07-09,0.024681205328135114,0.14374155387044796,0.665266106442577,0.8526610644257703,2025-07-09 15:00:00,0.6576147816349384,2025-07-02 15:00:00,BULL,0.15025087985172192,303195813288.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-07-11,2025-07-11 09:30:00,17078.22348166257,-0.0021786219331500836,3496663.766770363,0.037873415593096836,0.4952930408074899,0.0008861764049808984,0.5009846056380771,2025-07-10,0.028003613369466995,0.13950862559372812,0.6958835060207225,0.850742089050686,2025-07-10 15:00:00,0.6727323628219485,2025-07-03 15:00:00,BULL,0.15025309957572378,296726316907.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-07-14,2025-07-14 09:30:00,-8887.520644940436,0.0008684732551084878,9221664.143471241,0.035445005445547476,0.4989849590462123,0.0,0.4952930408074899,2025-07-11,0.050592908235314815,0.12198236884781644,0.8280112044817927,0.8341736694677871,2025-07-11 15:00:00,0.6262597984322509,2025-07-04 15:00:00,BULL,0.13997654722697458,352065982159.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-07-15,2025-07-15 09:30:00,-4778.976056341082,0.0005293177307578337,2790838.6070451736,0.032902101150961205,0.4997026608994871,0.0019048686831762973,0.4989849590462123,2025-07-14,0.04863525384677181,0.12703583061889256,0.817698123774853,0.8398207784934192,2025-07-14 15:00:00,0.5963045912653976,2025-07-07 15:00:00,BULL,0.13948424627575773,302637448818.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-07-16,2025-07-16 09:30:00,5760.412262134254,-1.0453708028596801e-05,2499060.522307873,0.0327817009234915,0.489687503762726,0.002990246874080338,0.4997026608994871,2025-07-15,0.03945675415160921,0.13529062371435951,0.7656774916013438,0.843505039193729,2025-07-15 15:00:00,0.7067226890756303,2025-07-08 15:00:00,BULL,0.14034984780468196,347377816360.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
2025-07-17,2025-07-17 09:30:00,23969.751625474542,-0.002834751168897742,2340440.2909083366,0.03092042486824492,0.5027888669559558,0.0023199860000926442,0.489687503762726,2025-07-16,0.050761421319796884,0.13587830697726644,0.8228379513014273,0.8508256367198432,2025-07-16 15:00:00,0.665266106442577,2025-07-09 15:00:00,BULL,0.13977116865097375,306082808216.0,MAJORITY_POSITIVE_20D,2025,ROLLFORWARD_DIAGNOSTIC,OGR,independent,G50,FULL_BOOK_NORMALIZATION
