baseline_block,entry_execution_date,entry_year,entry_cohort_size,completed_entries,false_breakout_rate,mean_oriented_order,cohort_realized_pnl,industry_concentration,mean_breadth_composite,mean_entry_rs_score,mean_index_return_20d,mean_index_realized_vol20,mean_entry_beta60,mean_entry_log_amount20
EXTENDED_2018_2021,2020-08-28,2020,3,3,0.33333333333333331,0.092592592592592601,-6338.6250000000109,0.33333333333333331,0.57948717948717954,0.48418079096045186,0.019396830280559101,0.27933121707368291,0.7829059883768541,19.252473585724324
EXTENDED_2018_2021,2020-08-31,2020,2,2,1,0.6785714285714286,-22817.549999999988,0.5,0.6794871794871794,0.7116016427104721,0.017767314731048402,0.27807075922796298,0.92286419061357305,19.760268552068339
EXTENDED_2018_2021,2020-09-02,2020,1,1,0,0.2857142857142857,-5202.1589999999733,1,0.47179487179487167,0.3171079429735234,0.0053875748514502003,0.2578828674842793,0.86217877482154015,19.061733590902175
EXTENDED_2018_2021,2020-09-03,2020,1,1,1,0.33333333333333331,-15574.099000000006,1,0.7384615384615385,0.39134808853118702,0.0112142938424559,0.26168076965664011,0.8997692150735449,19.391577389525025
EXTENDED_2018_2021,2020-09-04,2020,1,1,1,0.5,-17836.705999999991,1,0.66666666666666663,0.55177865612648225,0.0115721640740573,0.26149995971830892,0.72289002299335636,19.879660373273648
EXTENDED_2018_2021,2020-09-08,2020,1,1,1,0.33333333333333331,-17223.002000000019,1,0.70256410256410262,0.4967244701348747,0.021481170228153799,0.25688822875568018,0.95974813517133095,18.7719376819967
EXTENDED_2018_2021,2020-09-09,2020,1,1,1,0.5,-18530.278000000009,1,0.77435897435897427,0.36629422718808191,0.0536149461135366,0.24803845746427169,1.0065527606561002,19.170312619626841
EXTENDED_2018_2021,2020-10-12,2020,3,3,0,-0.375,70550.501000000004,0.33333333333333331,0.12307692307692301,0.7476736775015933,-0.028411194254164596,0.36803685918916051,0.90881139223437801,20.333597287236543
EXTENDED_2018_2021,2020-10-13,2020,1,1,1,0.26666666666666661,-374.42899999997059,1,0.36410256410256397,0.71130268199233715,0.0098064528332221998,0.39926543475108373,0.89130538172858487,19.707241234623677
EXTENDED_2018_2021,2020-10-19,2020,1,1,1,0.90909090909090884,-2611.2800000000134,1,0.83589743589743593,0.65583864118895963,0.10151929825662261,0.29899066349911779,1.2007525490824249,19.692613290731391
EXTENDED_2018_2021,2020-10-27,2020,1,1,0,-0.20000000000000001,3230.2309999999961,1,0.51282051282051277,0.70331262939958594,0.012170629701088301,0.30190176651028983,0.40827647045445548,18.810598693921872
EXTENDED_2018_2021,2020-10-29,2020,4,4,0.25,0.083333333333333329,17263.396999999997,0.25,0.56666666666666665,0.56810081466395101,0.0441471240578164,0.29886570797876572,1.077048777390202,18.78432021606902
EXTENDED_2018_2021,2020-11-10,2020,1,1,1,0.33333333333333331,-10639.136,1,0.26666666666666661,0.48804347826086952,0.0061351110545011002,0.2495252163236448,1.2535262530463798,19.473932558633123
EXTENDED_2018_2021,2020-11-11,2020,1,1,1,0.5,-1940.25,1,0.20512820512820501,0.52021857923497272,-0.0165509565856106,0.25517026784333968,1.1672768014258597,20.011636922333352
EXTENDED_2018_2021,2020-12-07,2020,4,4,0.75,0.25,1851.6130000000121,0.5,0.1871794871794871,0.7225825471698113,-0.019617428295016701,0.21742960490067459,0.74914423213059189,19.793545002405523
EXTENDED_2018_2021,2020-12-08,2020,2,2,0,-0.33333333333333331,8162.8399999999965,0.5,0.079487179487179399,0.7666267942583731,-0.051183516225060198,0.18106164326713109,0.72709558227270943,19.529736073254512
EXTENDED_2018_2021,2020-12-16,2020,1,1,0,-0.40000000000000002,15679.919999999998,1,0.3487179487179487,0.89892761394101883,0.0047388809859830999,0.1584261969405337,1.0640090218316516,21.842696951579256
EXTENDED_2018_2021,2020-12-22,2020,4,4,0.75,0.29166666666666669,-25333.876999999989,0.25,0.3051282051282051,0.73230337078651686,0.016200914102377999,0.18562607652144411,0.91371443092641447,19.452530746775309
EXTENDED_2018_2021,2020-12-28,2020,2,2,0.5,0,2672.6850000000118,0.5,0.20256410256410251,0.7966275659824047,0.0211658016905906,0.20554431131955991,0.60184586974043652,19.887381271556141
EXTENDED_2018_2021,2020-12-31,2020,1,1,0,-0.7142857142857143,7851.584000000018,1,0.1128205128205127,0.90092024539877302,0.0038055809041481,0.20517776728954321,1.0005227344382659,21.042048781775438
EXTENDED_2018_2021,2021-01-08,2021,2,2,0,-0.4375,4680.226999999999,0.5,0.1393442622950819,0.75805471124620061,0.0584206294627884,0.22342247987515959,0.6702535628913654,19.179570036944234
EXTENDED_2018_2021,2021-02-18,2021,1,1,1,0.75,-9218.8960000000097,1,0.1202185792349726,0.68673835125448035,0.036237084523440898,0.25625011186203461,1.0067126879103945,18.723259267790819
EXTENDED_2018_2021,2021-04-01,2021,1,1,0,-0.75,18317.220000000001,1,0.092896174863387901,0.73394160583941603,-0.068968252802303495,0.30983703865807588,0.64836767706950815,18.831628618439929
EXTENDED_2018_2021,2021-04-08,2021,1,1,1,0.75,-83.970000000015716,1,0.63934426229508201,0.75095785440613017,0.050484640997305798,0.21548193583464259,0.82613247501046028,18.443106818963997
EXTENDED_2018_2021,2021-04-09,2021,1,1,0,-0.33333333333333331,5365.8880000000208,1,0.71584699453551914,0.78125,0.048415815696271,0.2155629113740985,0.40992793016884033,19.212541519489108
EXTENDED_2018_2021,2021-04-15,2021,1,1,1,0.75,-12380.963999999993,1,0.2896174863387978,0.85686274509803917,0.028115535658128101,0.19738799005484289,0.93674593470284284,18.503655695289822
EXTENDED_2018_2021,2021-04-19,2021,5,5,0.80000000000000004,0.39177933177933166,-31085.201999999954,0.40000000000000002,0.32786885245901631,0.65288537549407111,0.0088590914102407992,0.19442634915201981,0.50116227912418887,18.934792916947867
EXTENDED_2018_2021,2021-04-21,2021,1,1,1,0.5714285714285714,-7321.8289999999988,1,0.55191256830601076,0.55538461538461525,0.043768328858417999,0.20723307432783361,0.66539241765146995,18.4839091906655
EXTENDED_2018_2021,2021-04-27,2021,1,1,0,-0.42857142857142833,11540.468000000001,1,0.48087431693989058,0.48398437500000002,0.052619336360866402,0.17709332834107469,0.33082607770903011,18.898293742964224
EXTENDED_2018_2021,2021-04-28,2021,2,2,0.5,0.41666666666666669,-9127.3610000000335,0.5,0.3251366120218579,0.65294117647058814,0.057226316814416901,0.17590848627155961,0.63002721507130299,18.97280623721171
EXTENDED_2018_2021,2021-04-29,2021,1,1,1,0.59999999999999964,-7983.8760000000029,1,0.39890710382513661,0.77198443579766518,0.067276054001889504,0.1793380139381219,0.73898405873778794,18.483833169539125
EXTENDED_2018_2021,2021-04-30,2021,1,1,1,0.5,-4378.5130000000063,1,0.30601092896174847,0.81494252873563222,0.066465674187404095,0.17968030280857911,0.55822725965433984,18.791531284401081
EXTENDED_2018_2021,2021-05-13,2021,2,2,0,-0.55752916224814397,24027.283790000045,0.5,0.18852459016393441,0.76884615384615373,0.0370969340408853,0.2118432255640125,0.40352485347265532,19.134945004441985
EXTENDED_2018_2021,2021-05-20,2021,1,1,0,-0.97916666666666663,166314.27899999998,1,0.4699453551912568,0.48840579710144921,0.077247035084943599,0.2015223217352029,0.85755744972510173,18.629870683858044
EXTENDED_2018_2021,2021-05-26,2021,2,2,0,-0.79944717444717439,85963.259000000035,0.5,0.57103825136612008,0.50387323943661966,0.064973567319401099,0.18759450239955811,0.94019880042600423,19.358354504015516
EXTENDED_2018_2021,2021-05-28,2021,3,3,0.33333333333333331,-0.36887508626639059,112610.06199999996,0.33333333333333331,0.78142076502732249,0.54770114942528736,0.071030021882128896,0.18848373346449179,0.98417294175868486,19.173595419783936
EXTENDED_2018_2021,2021-05-31,2021,1,1,0,-0.87804878048780455,84618.509999999995,1,0.71584699453551914,0.76292517006802718,0.070717523525932705,0.188531435035974,1.0190318066210815,19.899981091996025
EXTENDED_2018_2021,2021-06-01,2021,1,1,0,-0.39393939393939392,1862.5970000000088,1,0.89617486338797814,0.53939393939393931,0.081017279661780697,0.19756544781411789,1.0539037432036198,18.468623016763491
EXTENDED_2018_2021,2021-07-01,2021,1,1,0,-0.84210526315789436,95109.819000000003,1,0.5300546448087432,0.59522673031026252,0.074337773092385304,0.21705287343115121,0.727137510840555,18.574432989563824
EXTENDED_2018_2021,2021-07-15,2021,2,2,0,-0.38888888888888884,-5385.9699999999702,0.5,0.65300546448087426,0.69370786516853933,0.11887805908914451,0.23424859755798191,0.15495542313461896,18.525406137927462
EXTENDED_2018_2021,2021-07-19,2021,1,1,1,-0.14285714285714271,-4316.9900000000198,1,0.33879781420765021,0.35357142857142848,0.064584583636353804,0.24192491166954699,0.19997355262411301,20.01445276106767
EXTENDED_2018_2021,2021-07-20,2021,2,2,0.5,0,-4543.487999999983,0.5,0.29781420765027322,0.33474387527839633,0.0507321452422973,0.23831763593904659,0.34350166057752352,18.521565405222894
EXTENDED_2018_2021,2021-08-03,2021,1,1,0,-0.80000000000000004,49654.24299999998,1,0.55191256830601088,0.63221052631578945,0.057158058633935298,0.32669175934549771,0.78448298514732873,19.02843010940035
EXTENDED_2018_2021,2021-08-13,2021,2,2,0,-0.25,6787.8199999999779,0.5,0.66393442622950816,0.30060240963855417,0.0068785198546494003,0.30808192666749967,0.33073783186504141,18.53908865805279
EXTENDED_2018_2021,2021-08-26,2021,1,1,0,0,7456.1320000000132,1,0.66120218579234957,0.50818713450292385,0.060182040165810101,0.2882050332343995,0.8934623018214094,18.47117031683705
EXTENDED_2018_2021,2021-09-09,2021,1,1,1,0.42857142857142833,-6599.8400000000256,1,0.1912568306010928,0.65353728489483742,-0.035816108776180702,0.23462976553288431,1.1996011739329926,22.888097983340124
EXTENDED_2018_2021,2021-09-16,2021,1,1,1,0.5,-10604.945000000009,1,0.1912568306010928,0.42485322896281791,0.0079839073343400992,0.21035957264341559,0.39999677601561179,19.650231799593922
EXTENDED_2018_2021,2021-10-18,2021,1,1,1,0.77777777777777746,-25719.217999999993,1,0.0163934426229508,0.87097505668934228,-0.021881164143485499,0.21099540808162801,0.83362078164210063,19.26616308570323
EXTENDED_2018_2021,2021-11-02,2021,1,1,1,0.80000000000000004,-26776.771999999997,1,0.36612021857923488,0.71096256684491965,0.027366738507415601,0.2154250216169917,1.3007375062978119,18.794053861971296
EXTENDED_2018_2021,2021-11-05,2021,1,1,0,-0.86956521739130432,35453.685999999965,1,0.54644808743169404,0.70026246719160112,0.038745587166253197,0.17577512871210829,0.52794169210014785,18.898130470777875
EXTENDED_2018_2021,2021-11-12,2021,1,1,1,0.94444444444444442,-23316.584999999992,1,0.78142076502732238,0.74172661870503587,0.071873004160103796,0.14178262405938641,1.2349129799639955,20.377371389634018
EXTENDED_2018_2021,2021-11-16,2021,1,1,1,0.0625,-2246.3280000000213,1,0.87431693989071035,0.55594405594405594,0.055630970517328703,0.1412418739549344,0.97483747603708903,19.463234078182296
EXTENDED_2018_2021,2021-11-18,2021,2,2,1,0.4642857142857143,-25765.893000000029,0.5,0.87158469945355177,0.62841163310961967,0.060484530199603502,0.1478545259598649,1.1009428955920788,19.502134034877947
EXTENDED_2018_2021,2021-11-22,2021,2,2,1,0.77500000000000002,-25090.252000000015,0.5,0.87158469945355177,0.52664473684210522,0.066364647292934204,0.1562550484842716,0.60013676807831429,18.818431839819283
EXTENDED_2018_2021,2021-11-23,2021,2,2,1,0.90909090909090884,-36158.966000000015,0.5,0.93169398907103795,0.51713062098501061,0.073338589444269506,0.1647456723990853,1.0721481986858701,19.322267085994451
EXTENDED_2018_2021,2021-11-24,2021,1,1,1,0.69999999999999984,-8458.835000000021,1,0.92349726775956276,0.52588726513569928,0.074013207353405594,0.16443922706978389,0.73002037997577884,19.124882323998925
EXTENDED_2018_2021,2021-11-25,2021,1,1,0,-0.66666666666666663,2163,1,0.93989071038251359,0.48082474226804123,0.082351705483884194,0.1589198150142237,0.45443540752534461,19.02635920119943
EXTENDED_2018_2021,2021-11-29,2021,1,1,1,0.7142857142857143,-7977.9599999999919,1,0.84153005464480857,0.60319361277445105,0.069268568169014999,0.127825974882114,0.57195909851684901,18.961216121570988
EXTENDED_2018_2021,2021-12-15,2021,6,6,0.66666666666666663,0.5,-16561.494000000006,0.33333333333333331,0.36885245901639335,0.58583638583638575,0.0344876927576502,0.1718598586656914,0.93522614073159016,19.88504474730459
EXTENDED_2018_2021,2021-12-17,2021,1,1,1,0.5,-9670.6499999999942,1,0.34426229508196721,0.58036697247706415,0.032486108353749897,0.1651806833048389,1.106058713099402,19.209344855882968
HOLDOUT_O0_2022_2023,2022-05-23,2022,1,1,0,-0.37142857142857122,3252.919000000009,1,0.65765765765765771,0.68566978193146411,-0.020040234602485,0.41999468823915331,1.0149629668891482,22.427035992527166
HOLDOUT_O0_2022_2023,2022-05-26,2022,1,1,1,0.92307692307692324,-9723.7119999999995,1,0.59459459459459463,0.79759759759759752,0.0188550657907284,0.42400999782372628,0.64118135413713417,19.494339912568773
HOLDOUT_O0_2022_2023,2022-06-07,2022,1,1,1,0.5,-12586.392000000007,1,0.891891891891892,0.76081871345029228,0.13765732394450891,0.23668535996071691,0.31757301847940828,18.661349569899834
HOLDOUT_O0_2022_2023,2022-06-09,2022,1,1,0,-0.64000000000000001,11889.273430000012,1,0.82882882882882891,0.73544668587896245,0.11249855062471981,0.23160580327160959,0.83348040433917348,20.86225435030244
HOLDOUT_O0_2022_2023,2022-06-27,2022,2,2,1,0.625,-7310.9819999999891,0.5,0.85135135135135132,0.6088157894736842,0.17973620584863689,0.22682670040073619,0.69016789927866329,19.110310170209111
HOLDOUT_O0_2022_2023,2022-06-29,2022,1,1,1,0.90000000000000002,-9156.6119999999919,1,0.93693693693693703,0.46500000000000002,0.18207182439595801,0.22496015203416561,0.74625756500369878,19.253692495388375
HOLDOUT_O0_2022_2023,2022-06-30,2022,1,1,1,0.59999999999999964,-2590.5220000000122,1,0.80180180180180172,0.77181372549019611,0.1309988682274256,0.25166687394465298,0.45167525253654622,18.872635824660954
HOLDOUT_O0_2022_2023,2022-07-01,2022,1,1,1,0.875,-8372.5159999999996,1,0.83783783783783783,0.47512077294685978,0.13614226513945829,0.25278447533565729,0.95385042831672917,18.748999876171823
HOLDOUT_O0_2022_2023,2022-07-05,2022,1,1,1,0.8571428571428571,-7010.9759999999951,1,0.66666666666666663,0.61073985680190934,0.094774009059723302,0.2389762771424897,0.82064925810311462,19.01170230741803
HOLDOUT_O0_2022_2023,2022-07-07,2022,1,1,1,1,-16021.473999999987,1,0.35135135135135132,0.66288416075650114,0.078297528919761994,0.24484936788426559,0.50566277615761668,18.976310117164456
HOLDOUT_O0_2022_2023,2022-07-11,2022,1,1,1,0.66666666666666663,-5006.6260000000038,1,0.52252252252252251,0.39007092198581561,0.092968556529551702,0.20817420242120449,1.0963288397165711,20.383778247780111
HOLDOUT_O0_2022_2023,2022-07-12,2022,1,1,1,0.5,-6247.2979999999952,1,0.2162162162162162,0.88156028368794315,0.073388119615459102,0.22026012014030411,-0.1295507144772694,18.808391308268167
HOLDOUT_O0_2022_2023,2022-07-15,2022,1,1,0,-0.42857142857142833,33.880000000009431,1,0.144144144144144,0.7953051643192488,0.075711301275234594,0.25371812783984637,0.41517500600337431,18.443352720153317
HOLDOUT_O0_2022_2023,2022-07-19,2022,1,1,0,-0.20000000000000001,6299.2890000000052,1,0.0900900900900901,0.58875878220140521,0.034296053706332097,0.25428884514926992,1.0201354611162894,18.59569462889284
HOLDOUT_O0_2022_2023,2022-07-20,2022,2,2,1,0.625,-9410.5260000000126,1,0.19369369369369371,0.43148148148148135,0.0317337205959482,0.25511485715195498,1.0013933532803165,19.358845230948972
HOLDOUT_O0_2022_2023,2022-07-21,2022,3,3,1,0.66666666666666663,-14901.017999999982,0.33333333333333331,0.4324324324324324,0.64649730561970742,0.049367300329557301,0.25214866322926432,0.92550802248207875,18.85172375802944
HOLDOUT_O0_2022_2023,2022-08-02,2022,2,2,1,0.25,-9415.3150000000169,0.5,0.3288288288288288,0.56265060240963849,-0.0047782468581697999,0.20934262787632019,0.60973065073794119,18.936017816637744
HOLDOUT_O0_2022_2023,2022-08-12,2022,1,1,1,0.88888888888888884,-11284.312000000004,1,0.74774774774774766,0.42759381898454751,0.012104860138805599,0.20089835765873909,0.90170240117150757,20.263455731216151
HOLDOUT_O0_2022_2023,2022-08-15,2022,1,1,1,0.77777777777777746,-7727.1180000000013,1,0.61261261261261246,0.4283813747228381,0.018621304886875901,0.19460048312678549,0.88924990685821081,19.775494623454041
HOLDOUT_O0_2022_2023,2022-08-16,2022,3,3,0.66666666666666663,0.54166666666666663,-18439.829999999994,0.33333333333333331,0.60360360360360354,0.60491923641703382,0.0103942444251219,0.1876708942803145,1.3363528883517695,19.342246947677285
HOLDOUT_O0_2022_2023,2022-08-18,2022,5,5,0.80000000000000004,0.59999999999999987,-28868.135000000031,0.40000000000000002,0.53153153153153154,0.55446153846153834,0.024249231469995799,0.18798764819180031,0.94436519698012822,19.052084396622188
HOLDOUT_O0_2022_2023,2022-10-25,2022,1,1,0,-0.20000000000000001,2074.6349999999948,1,0.4144144144144144,0.79675090252707581,0.0064577251019893997,0.27074725803363159,0.84759619998510916,18.507890370991657
HOLDOUT_O0_2022_2023,2022-11-21,2022,2,2,1,0.5,-7654.7280000000173,0.5,0.5,0.58709677419354833,0.022084193991581898,0.25676311614105851,0.6578736380558281,18.944300541220983
HOLDOUT_O0_2022_2023,2022-12-05,2022,1,1,1,-0.375,-273.88000000000466,1,0.0900900900900901,0.68537170263788971,-0.014565624478806201,0.16243959727779311,0.65410987073265625,18.8426743485524
HOLDOUT_O0_2022_2023,2022-12-16,2022,1,1,1,0.5,-4461.6999999999971,1,0.081081081081081002,0.51378446115288212,-0.0071967737792942004,0.1352687819198192,1.116256672015018,18.97700825527011
HOLDOUT_O0_2022_2023,2023-01-06,2023,2,2,0.5,-0.28418803418803407,-123.41400000000749,0.5,0.2192982456140351,0.5922712933753943,-0.017063780714982699,0.1670586761322389,1.1644965455978635,19.774619641820749
HOLDOUT_O0_2022_2023,2023-01-10,2023,1,1,0,-0.20000000000000001,2107.410999999996,1,0.38011695906432741,0.76293929712460073,-0.0051391378735332997,0.1690474018466567,1.0271311981306124,19.666533715223306
HOLDOUT_O0_2022_2023,2023-01-13,2023,1,1,1,0.90476190476190477,-6887.948000000004,1,0.43274853801169583,0.89802631578947356,0.0125069227843834,0.1711144496939131,0.99682304000849076,18.63682138254326
HOLDOUT_O0_2022_2023,2023-01-16,2023,1,1,1,0.91666666666666663,-5137.2620000000024,1,0.32163742690058472,0.76319218241042353,0.0087929207840307007,0.1684524256838599,0.82533871518837332,18.577835614069127
HOLDOUT_O0_2022_2023,2023-01-17,2023,2,2,0.5,-0.031578947368421095,-4316.0679999999993,0.5,0.67543859649122795,0.78058252427184471,0.037417275684287599,0.16946614366060919,1.3724601668143841,19.390152324347952
HOLDOUT_O0_2022_2023,2023-01-30,2023,2,2,0,-0.8125,25942.128000000019,1,0.89766081871345027,0.60728155339805823,0.1047079481852584,0.1321424828467159,1.1222164880699512,18.88461285176723
HOLDOUT_O0_2022_2023,2023-01-31,2023,1,1,0,-0.80000000000000004,28470.531999999999,1,0.96491228070175439,0.90911949685534599,0.12189975914756029,0.13284232133958879,1.6271834994856806,19.493138142772352
HOLDOUT_O0_2022_2023,2023-02-08,2023,2,2,1,0.5,-9280.8319999999949,0.5,0.86842105263157876,0.74246575342465748,0.087452215157641303,0.12805386020910781,0.82118506490969878,19.095393714595037
HOLDOUT_O0_2022_2023,2023-02-16,2023,1,1,1,0.66666666666666663,-4773.0409999999974,1,0.76608187134502925,0.71728971962616805,0.084187977547006895,0.1288698479617704,0.28388560983486533,18.659249470582775
HOLDOUT_O0_2022_2023,2023-03-23,2023,2,2,0,-0.66666666666666652,28031.618999999981,1,0.42397660818713451,0.7886414253897549,-0.018309251921832401,0.1478461163709687,1.2365301899084651,19.065752968889964
HOLDOUT_O0_2022_2023,2023-03-24,2023,3,3,0,-0.097603485838779869,22175.973000000013,0.33333333333333331,0.58479532163742676,0.63186490455212918,-0.010060432422996099,0.1500414307466795,1.2764029233104959,19.353696868123382
HOLDOUT_O0_2022_2023,2023-03-27,2023,2,2,1,0.065789473684210537,-6522.3179999999993,0.5,0.60526315789473684,0.44727074235807857,0.0013892292173067,0.14917994352013841,1.1883885050942995,19.092907863176713
HOLDOUT_O0_2022_2023,2023-03-28,2023,1,1,1,-0.25,-3936.5149999999994,1,0.82456140350877183,0.46130434782608692,0.021175826727600901,0.14760574765983189,0.98753929005519581,19.626867882819489
HOLDOUT_O0_2022_2023,2023-03-29,2023,1,1,1,0.59999999999999964,-5042.877999999997,1,0.67251461988304095,0.75930735930735915,-0.0014726575884955,0.1512457137493641,1.3917097041130178,19.415317928109509
HOLDOUT_O0_2022_2023,2023-03-31,2023,1,1,0,0.80000000000000004,-3907.2499999999854,1,0.31578947368421051,0.84108695652173915,-0.0039121734778937,0.14389025709386999,1.1248009545556641,18.495556457952596
HOLDOUT_O0_2022_2023,2023-04-20,2023,2,2,0.5,0.25,-6915.1399999999994,0.5,0.23099415204678361,0.67236024844720488,0.033314248795835701,0.1240544785477781,1.5609189614730157,18.687066192613528
HOLDOUT_O0_2022_2023,2023-05-22,2023,1,1,1,0.33333333333333331,-788.24899999999616,1,0.2514619883040935,0.53974630021141645,-0.042735152518344997,0.184421941734773,0.91789233512735957,19.959489913911533
HOLDOUT_O0_2022_2023,2023-06-01,2023,1,1,1,0.80000000000000004,-4536.3920000000071,1,0.56140350877192968,0.6660130718954248,-0.0128480484157034,0.1258908830146567,1.2213710512342837,18.457498930131266
HOLDOUT_O0_2022_2023,2023-06-15,2023,1,1,0,0,2941.2090000000017,1,0.60233918128654962,0.72620545073375253,-0.0018931970127428999,0.12382320941188341,0.40068504525431142,20.079190373697045
HOLDOUT_O0_2022_2023,2023-06-20,2023,2,2,0.5,0.625,-10103.858000000007,0.5,0.76315789473684215,0.80874485596707824,0.028264190690805199,0.14476692401100449,1.1404237391488279,18.877249803516349
HOLDOUT_O0_2022_2023,2023-07-03,2023,2,2,1,0.80000000000000004,-15213.809999999998,0.5,0.2368421052631578,0.69370078740157481,0.0095989566165989998,0.1964233698286505,0.83257678451362782,19.696605669831513
HOLDOUT_O0_2022_2023,2023-07-04,2023,2,2,1,0.25,-6039.0699999999924,0.5,0.18421052631578941,0.68215686274509801,0.0051399765510211004,0.19532848648470591,1.0275751149086141,18.896807012262002
HOLDOUT_O0_2022_2023,2023-07-06,2023,1,1,1,0.5,-4086.4799999999959,1,0.1520467836257309,0.65095057034220516,-0.0018644098261798,0.1964306482223937,0.17822069850717559,18.912186153098769
HOLDOUT_O0_2022_2023,2023-07-14,2023,1,1,1,0.33333333333333331,-2124.1109999999899,1,0.1578947368421052,0.65826923076923083,0.0094514454492637002,0.19582048455322751,1.2723184373789027,18.804076048892281
HOLDOUT_O0_2022_2023,2023-07-17,2023,1,1,0,0,921.12799999999675,1,0.14035087719298231,0.70581395348837206,0.0087180456792893997,0.1958095722379127,0.95616221470178719,19.391348893650346
HOLDOUT_O0_2022_2023,2023-08-01,2023,2,2,1,0,-2908.2130000000179,0.5,0.0555555555555554,0.59130434782608698,-0.015415254594799701,0.1487507596212744,1.1290488200845945,18.712116418775594
HOLDOUT_O0_2022_2023,2023-08-07,2023,1,1,0,0.33333333333333331,872.27999999999884,1,0.14035087719298231,0.56179540709812104,0.010708904136607,0.1429576998090937,1.090064218538674,22.042168924813364
HOLDOUT_O0_2022_2023,2023-08-08,2023,2,2,1,0.5,-2534.4500000000116,0.5,0.18421052631578941,0.69735772357723569,-0.002476301438927,0.1433702447714145,0.85520227878178356,18.957310285052358
HOLDOUT_O0_2022_2023,2023-10-12,2023,1,1,1,0.5,-1733.6500000000049,1,0.4561403508771929,0.81467889908256885,-0.021578754603345698,0.15637916507504049,1.0904048669825246,18.98259712904072
HOLDOUT_O0_2022_2023,2023-10-16,2023,2,2,0.5,0,-796.67500000000314,0.5,0.45906432748538012,0.61818181818181817,-0.0066785580479206,0.14208819171181189,1.1411653703976135,19.326427629606755
HOLDOUT_O0_2022_2023,2023-10-31,2023,2,2,1,0.60277777777777763,-6874.3439999999828,0.5,0.53508771929824561,0.5758695652173913,-0.0028657992127729,0.19424404167083251,1.0048292564757064,19.371656590062099
HOLDOUT_O0_2022_2023,2023-11-06,2023,1,1,0,-0.0625,816.87600000001748,1,0.32163742690058472,0.86481481481481481,-0.011214545744875201,0.20333463760330081,1.3083991696292161,18.579371726893623
HOLDOUT_O0_2022_2023,2023-11-07,2023,1,1,0,-0.53333333333333333,5628.0540000000046,1,0.77192982456140347,0.57947154471544715,0.0197399045958381,0.23086575850313409,1.0687115811943939,18.456871750064192
HOLDOUT_O0_2022_2023,2023-11-08,2023,4,4,0.25,0.08441558441558436,18562.575999999997,0.5,0.82748538011695905,0.70212121212121203,0.022626204405506299,0.23084801470589381,0.91356373179290684,19.108607306914934
HOLDOUT_O0_2022_2023,2023-11-09,2023,2,2,0.5,0.15384615384615385,-542.17300000000978,0.5,0.75146198830409361,0.6962226640159046,0.019307029765432901,0.22984775131482099,0.75071252417216205,18.50529494533636
HOLDOUT_O0_2022_2023,2023-11-23,2023,1,1,1,0.33333333333333331,-3758.8959999999938,1,0.6900584795321637,0.62509157509157498,0.068912185969926806,0.1926748068494798,0.6007278830395294,19.371781741523989
HOLDOUT_O0_2022_2023,2023-11-24,2023,1,1,0,0,106.35199999999897,1,0.83040935672514615,0.67651376146788977,0.069593983626939596,0.19283277900665799,1.6897863960064416,18.484361244221851
