trade_date,family,nav,cash,positions,industries,industry_hhi,replay
2019-08-13,industry_diffusion_low_max,10362547.4909,66672.8952717,40,10,0.154500828176,same_plan_h20
2019-08-14,industry_diffusion_low_max,10396611.9616,66672.8952717,40,10,0.153828453979,same_plan_h20
2019-08-15,industry_diffusion_low_max,10380500.3355,66672.8952717,40,10,0.153358594615,same_plan_h20
2019-08-16,industry_diffusion_low_max,10427279.3375,4.36557456851e-10,40,9,0.15403954996,same_plan_h20
2019-08-19,industry_diffusion_low_max,10739194.1652,4.36557456851e-10,40,9,0.153647863779,same_plan_h20
2019-08-20,industry_diffusion_low_max,10723602.1484,4.36557456851e-10,40,9,0.153285983887,same_plan_h20
2019-08-21,industry_diffusion_low_max,10721241.2658,4.36557456851e-10,40,9,0.153476477422,same_plan_h20
2019-08-22,industry_diffusion_low_max,10813220.6146,4.36557456851e-10,40,9,0.153445302899,same_plan_h20
2019-08-23,industry_diffusion_low_max,10828253.8712,-1.16415321827e-10,40,12,0.134835548321,same_plan_h20
2019-08-26,industry_diffusion_low_max,10818885.334,-1.16415321827e-10,40,12,0.132825689131,same_plan_h20
2019-08-27,industry_diffusion_low_max,10954369.5435,-1.16415321827e-10,40,12,0.132167327173,same_plan_h20
2019-08-28,industry_diffusion_low_max,10876438.3426,-1.16415321827e-10,40,12,0.131045062628,same_plan_h20
2019-08-29,industry_diffusion_low_max,10845720.3386,-1.16415321827e-10,40,12,0.131372507433,same_plan_h20
2019-08-30,industry_diffusion_low_max,10811559.799,50854.4513422,40,12,0.155859477165,same_plan_h20
2019-09-02,industry_diffusion_low_max,10996726.9838,50854.4513422,40,12,0.155725072537,same_plan_h20
2019-09-03,industry_diffusion_low_max,11055232.4296,50854.4513422,40,12,0.156572111633,same_plan_h20
2019-09-04,industry_diffusion_low_max,11201729.8777,50854.4513422,40,12,0.158265802734,same_plan_h20
2019-09-05,industry_diffusion_low_max,11397528.2598,50854.4513422,40,12,0.15993728612,same_plan_h20
2019-09-06,industry_diffusion_low_max,11360872.1094,69952.9146219,40,16,0.129356369735,same_plan_h20
2019-09-09,industry_diffusion_low_max,11616005.1159,69952.9146219,40,16,0.130066408006,same_plan_h20
2019-09-10,industry_diffusion_low_max,11650559.8103,69952.9146219,40,16,0.130340979966,same_plan_h20
2019-09-11,industry_diffusion_low_max,11582190.2691,69952.9146219,40,16,0.130241749291,same_plan_h20
2019-09-12,industry_diffusion_low_max,11572692.2372,69952.9146219,40,16,0.12995425073,same_plan_h20
2019-09-16,industry_diffusion_low_max,11582138.7956,0,41,21,0.0717526849153,same_plan_h20
2019-09-17,industry_diffusion_low_max,11365043.138,0,41,21,0.0709069410543,same_plan_h20
2019-09-18,industry_diffusion_low_max,11379540.7754,0,41,21,0.0708084078973,same_plan_h20
2019-09-19,industry_diffusion_low_max,11499186.9581,315231.43758,40,21,0.0710168844547,same_plan_h20
2019-09-20,industry_diffusion_low_max,11556398.9071,315231.43758,40,21,0.0713456019441,same_plan_h20
2019-09-23,industry_diffusion_low_max,11460426.5808,415244.632618,40,19,0.0803914228041,same_plan_h20
2019-09-24,industry_diffusion_low_max,11495746.1276,415244.632618,40,19,0.0801172859743,same_plan_h20
2019-09-25,industry_diffusion_low_max,11288324.0736,415244.632618,40,19,0.0799042723069,same_plan_h20
2019-09-26,industry_diffusion_low_max,11014969.9168,415244.632618,40,19,0.0798205123087,same_plan_h20
2019-09-27,industry_diffusion_low_max,11053759.3061,415244.632618,40,19,0.0793928313185,same_plan_h20
2019-09-30,industry_diffusion_low_max,10996346.6621,304117.829836,40,17,0.109754292476,same_plan_h20
2019-10-08,industry_diffusion_low_max,11073291.1102,304117.829836,40,17,0.109717713938,same_plan_h20
2019-10-09,industry_diffusion_low_max,11124945.8719,304117.829836,40,17,0.110167518071,same_plan_h20
2019-10-10,industry_diffusion_low_max,11207357.8132,304117.829836,40,17,0.109461439454,same_plan_h20
2019-10-11,industry_diffusion_low_max,11297439.3877,304117.829836,40,17,0.109826731314,same_plan_h20
2019-10-14,industry_diffusion_low_max,11501801.4188,244514.705457,40,16,0.148796035307,same_plan_h20
2019-10-15,industry_diffusion_low_max,11468604.6507,244514.705457,40,16,0.149611635168,same_plan_h20
2019-10-16,industry_diffusion_low_max,11397276.8439,244514.705457,40,16,0.150452600213,same_plan_h20
2019-10-17,industry_diffusion_low_max,11402252.5802,244514.705457,40,16,0.149659978963,same_plan_h20
2019-10-18,industry_diffusion_low_max,11268769.1192,244514.705457,40,16,0.149813059258,same_plan_h20
2019-10-21,industry_diffusion_low_max,11289024.9269,1.16415321827e-10,40,12,0.171693651461,same_plan_h20
2019-10-22,industry_diffusion_low_max,11332501.4201,1.16415321827e-10,40,12,0.171079499598,same_plan_h20
2019-10-23,industry_diffusion_low_max,11256450.707,1.16415321827e-10,40,12,0.172163496058,same_plan_h20
2019-10-24,industry_diffusion_low_max,11294155.3475,1.16415321827e-10,40,12,0.172946166687,same_plan_h20
2019-10-25,industry_diffusion_low_max,11290154.0996,1.16415321827e-10,40,12,0.172572125846,same_plan_h20
2019-10-28,industry_diffusion_low_max,11420368.7869,20286.2123134,40,9,0.235689490251,same_plan_h20
2019-10-29,industry_diffusion_low_max,11411079.3127,20286.2123134,40,9,0.234927328593,same_plan_h20
2019-10-30,industry_diffusion_low_max,11300983.5449,20286.2123134,40,9,0.237406646611,same_plan_h20
2019-10-31,industry_diffusion_low_max,11241114.54,20286.2123134,40,9,0.237546242216,same_plan_h20
2019-11-01,industry_diffusion_low_max,11277647.9069,20286.2123134,40,9,0.23883767591,same_plan_h20
2019-11-04,industry_diffusion_low_max,11323647.8059,106856.831974,40,11,0.136227218528,same_plan_h20
2019-11-05,industry_diffusion_low_max,11362371.7453,106856.831974,40,11,0.137068166148,same_plan_h20
2019-11-06,industry_diffusion_low_max,11238461.128,106856.831974,40,11,0.136924375095,same_plan_h20
2019-11-07,industry_diffusion_low_max,11317890.3504,106856.831974,40,11,0.137166183693,same_plan_h20
2019-11-08,industry_diffusion_low_max,11238273.2272,106856.831974,40,11,0.136655973397,same_plan_h20
2019-11-11,industry_diffusion_low_max,11013216.5153,153277.395485,40,8,0.187845583614,same_plan_h20
2019-11-12,industry_diffusion_low_max,11106654.1108,153277.395485,40,8,0.188868700484,same_plan_h20
2019-11-13,industry_diffusion_low_max,11086050.0086,153277.395485,40,8,0.18951798749,same_plan_h20
2019-11-14,industry_diffusion_low_max,11127736.688,153277.395485,40,8,0.189953102966,same_plan_h20
2019-11-15,industry_diffusion_low_max,10897806.014,153277.395485,40,8,0.188932485994,same_plan_h20
2019-11-18,industry_diffusion_low_max,10920570.243,151825.135901,40,9,0.185611053435,same_plan_h20
2019-11-19,industry_diffusion_low_max,11061971.3353,151825.135901,40,9,0.186074420829,same_plan_h20
2019-11-20,industry_diffusion_low_max,11006131.2183,151825.135901,40,9,0.186571519014,same_plan_h20
2019-11-21,industry_diffusion_low_max,10980778.7453,151825.135901,40,9,0.184673128914,same_plan_h20
2019-11-22,industry_diffusion_low_max,10799630.0657,151825.135901,40,9,0.183661473995,same_plan_h20
2019-11-25,industry_diffusion_low_max,10755921.6171,-1.16415321827e-10,40,9,0.195887099855,same_plan_h20
2019-11-26,industry_diffusion_low_max,10815837.7782,-1.16415321827e-10,40,9,0.196638397334,same_plan_h20
2019-11-27,industry_diffusion_low_max,10796931.8908,-1.16415321827e-10,40,9,0.196473793865,same_plan_h20
2019-11-28,industry_diffusion_low_max,10752728.5212,-1.16415321827e-10,40,9,0.196696793118,same_plan_h20
2019-11-29,industry_diffusion_low_max,10644780.712,-1.16415321827e-10,40,9,0.195948631631,same_plan_h20
2019-12-02,industry_diffusion_low_max,10620922.3829,29510.4004066,40,7,0.210584755932,same_plan_h20
2019-12-03,industry_diffusion_low_max,10601778.2129,29510.4004066,40,7,0.210461707595,same_plan_h20
2019-12-04,industry_diffusion_low_max,10556636.7124,29510.4004066,40,7,0.209880042898,same_plan_h20
2019-12-05,industry_diffusion_low_max,10641724.3301,29510.4004066,40,7,0.209897306976,same_plan_h20
2019-12-06,industry_diffusion_low_max,10757519.4821,29510.4004066,40,7,0.210071625778,same_plan_h20
2019-12-09,industry_diffusion_low_max,10810097.6731,42370.9402508,40,8,0.182541820865,same_plan_h20
2019-12-10,industry_diffusion_low_max,10871289.1574,42370.9402508,40,8,0.182788200491,same_plan_h20
2019-12-11,industry_diffusion_low_max,10846467.1032,42370.9402508,40,8,0.182289033302,same_plan_h20
2019-12-12,industry_diffusion_low_max,10812327.161,42370.9402508,40,8,0.182243387705,same_plan_h20
2019-12-13,industry_diffusion_low_max,10921819.0389,42370.9402508,40,8,0.182715232824,same_plan_h20
2019-12-16,industry_diffusion_low_max,11024008.54,0,40,9,0.207962593372,same_plan_h20
2019-12-17,industry_diffusion_low_max,11194591.555,0,40,9,0.208896842656,same_plan_h20
2019-12-18,industry_diffusion_low_max,11218543.9057,0,40,9,0.208158617008,same_plan_h20
2019-12-19,industry_diffusion_low_max,11245016.0873,0,40,9,0.208526845363,same_plan_h20
2019-12-20,industry_diffusion_low_max,11222435.2921,0,40,9,0.210937840227,same_plan_h20
2019-12-23,industry_diffusion_low_max,11092556.5693,6.40284270048e-10,40,12,0.192866594233,same_plan_h20
2019-12-24,industry_diffusion_low_max,11349208.645,6.40284270048e-10,40,12,0.193772734332,same_plan_h20
2019-12-25,industry_diffusion_low_max,11413540.7221,6.40284270048e-10,40,12,0.192606966195,same_plan_h20
2019-12-26,industry_diffusion_low_max,11515344.5745,6.40284270048e-10,40,12,0.191897067662,same_plan_h20
2019-12-27,industry_diffusion_low_max,11497845.8647,6.40284270048e-10,40,12,0.190443436988,same_plan_h20
2019-12-30,industry_diffusion_low_max,11625423.4459,37138.7565658,40,16,0.10657725109,same_plan_h20
2019-12-31,industry_diffusion_low_max,11700816.903,37138.7565658,40,16,0.105621738292,same_plan_h20
2020-01-02,industry_diffusion_low_max,11943227.8666,37138.7565658,40,16,0.10562626297,same_plan_h20
2020-01-03,industry_diffusion_low_max,12004047.0228,37138.7565658,40,16,0.105017245302,same_plan_h20
2020-01-06,industry_diffusion_low_max,12119472.6637,37138.7565658,40,16,0.105794591682,same_plan_h20
2020-01-07,industry_diffusion_low_max,12256301.3883,123635.896154,40,16,0.105035276157,same_plan_h20
2020-01-08,industry_diffusion_low_max,12156347.2279,123635.896154,40,16,0.104415218261,same_plan_h20
2020-01-09,industry_diffusion_low_max,12309848.0862,123635.896154,40,16,0.104557363987,same_plan_h20
2020-01-10,industry_diffusion_low_max,12294834.481,123635.896154,40,16,0.105386823523,same_plan_h20
2020-01-13,industry_diffusion_low_max,12392582.7814,123635.896154,40,16,0.104878682174,same_plan_h20
2020-01-14,industry_diffusion_low_max,12323854.2522,52724.8975448,40,16,0.116358233677,same_plan_h20
2020-01-15,industry_diffusion_low_max,12236049.4336,52724.8975448,40,16,0.115518385979,same_plan_h20
2020-01-16,industry_diffusion_low_max,12162237.8819,52724.8975448,40,16,0.115476589365,same_plan_h20
2020-01-17,industry_diffusion_low_max,12164301.5325,52724.8975448,40,16,0.115703879978,same_plan_h20
2020-01-20,industry_diffusion_low_max,12253593.5057,52724.8975448,40,16,0.11467437363,same_plan_h20
2020-01-21,industry_diffusion_low_max,11987286.0498,37159.9679229,40,17,0.10936511979,same_plan_h20
2020-01-22,industry_diffusion_low_max,11962165.1984,37159.9679229,40,17,0.109183203914,same_plan_h20
2020-01-23,industry_diffusion_low_max,11575989.5522,37159.9679229,40,17,0.109437378841,same_plan_h20
2020-02-03,industry_diffusion_low_max,10460702.8983,37159.9679229,40,17,0.109945907225,same_plan_h20
2020-02-04,industry_diffusion_low_max,10465103.6018,37159.9679229,40,17,0.113836105744,same_plan_h20
2020-02-05,industry_diffusion_low_max,10717014.206,-2.91038304567e-10,40,17,0.108500698808,same_plan_h20
2020-02-06,industry_diffusion_low_max,10980913.7118,-2.91038304567e-10,40,17,0.108757089942,same_plan_h20
2020-02-07,industry_diffusion_low_max,11021895.7951,-2.91038304567e-10,40,17,0.108296136108,same_plan_h20
2020-02-10,industry_diffusion_low_max,11125890.8923,-2.91038304567e-10,40,17,0.108540164204,same_plan_h20
2020-02-11,industry_diffusion_low_max,11221269.1616,-2.91038304567e-10,40,17,0.110492551868,same_plan_h20
2020-02-12,industry_diffusion_low_max,11394277.9386,6.40284270048e-10,40,14,0.232098883974,same_plan_h20
2020-02-13,industry_diffusion_low_max,11218926.5595,6.40284270048e-10,40,14,0.23085654739,same_plan_h20
2020-02-14,industry_diffusion_low_max,11182412.725,6.40284270048e-10,40,14,0.228662466589,same_plan_h20
2020-02-17,industry_diffusion_low_max,11483516.2802,6.40284270048e-10,40,14,0.230204153173,same_plan_h20
2020-02-18,industry_diffusion_low_max,11677208.3786,6.40284270048e-10,40,14,0.228062683326,same_plan_h20
2020-02-19,industry_diffusion_low_max,11664255.5418,3.49245965481e-10,40,10,0.26495132503,same_plan_h20
2020-02-20,industry_diffusion_low_max,11908594.9442,3.49245965481e-10,40,10,0.262288143446,same_plan_h20
2020-02-21,industry_diffusion_low_max,12059516.7896,3.49245965481e-10,40,10,0.259465389283,same_plan_h20
2020-02-24,industry_diffusion_low_max,12238014.5424,3.49245965481e-10,40,10,0.261601258963,same_plan_h20
2020-02-25,industry_diffusion_low_max,12131951.656,3.49245965481e-10,40,10,0.265123646505,same_plan_h20
2020-02-26,industry_diffusion_low_max,11608818.012,315587.470037,40,7,0.289878491434,same_plan_h20
2020-02-27,industry_diffusion_low_max,11627095.3359,315587.470037,40,7,0.29101376322,same_plan_h20
2020-02-28,industry_diffusion_low_max,11034051.6914,315587.470037,40,7,0.297808307509,same_plan_h20
2020-03-02,industry_diffusion_low_max,11333889.2847,315587.470037,40,7,0.296831804466,same_plan_h20
2020-03-03,industry_diffusion_low_max,11530408.6142,315587.470037,40,7,0.30041852812,same_plan_h20
2020-03-04,industry_diffusion_low_max,11564484.9856,135793.059386,40,13,0.159308535223,same_plan_h20
2020-03-05,industry_diffusion_low_max,11709265.8052,135793.059386,40,13,0.15962255642,same_plan_h20
2020-03-06,industry_diffusion_low_max,11722244.6061,135793.059386,40,13,0.160225212126,same_plan_h20
2020-03-09,industry_diffusion_low_max,11215057.8167,135793.059386,40,13,0.160141270229,same_plan_h20
2020-03-10,industry_diffusion_low_max,11437198.6926,135793.059386,40,13,0.160593736017,same_plan_h20
2020-03-11,industry_diffusion_low_max,11364562.6368,308572.044264,40,18,0.127377488904,same_plan_h20
2020-03-12,industry_diffusion_low_max,11159809.4878,308572.044264,40,18,0.128696842212,same_plan_h20
2020-03-13,industry_diffusion_low_max,11070857.6029,308572.044264,40,18,0.130067568304,same_plan_h20
2020-03-16,industry_diffusion_low_max,10664115.6247,308572.044264,40,18,0.129456221338,same_plan_h20
2020-03-17,industry_diffusion_low_max,10626376.6261,308572.044264,40,18,0.128668960291,same_plan_h20
2020-03-18,industry_diffusion_low_max,10514132.8093,136620.464377,40,19,0.121468727969,same_plan_h20
2020-03-19,industry_diffusion_low_max,10524341.7327,136620.464377,40,19,0.119976851386,same_plan_h20
2020-03-20,industry_diffusion_low_max,10758039.0454,136620.464377,40,19,0.123591701315,same_plan_h20
2020-03-23,industry_diffusion_low_max,10407243.2638,136620.464377,40,19,0.126149057885,same_plan_h20
2020-03-24,industry_diffusion_low_max,10843904.5137,136620.464377,40,19,0.130033634689,same_plan_h20
2020-03-25,industry_diffusion_low_max,11108528.4943,123221.02173,40,16,0.237934514141,same_plan_h20
2020-03-26,industry_diffusion_low_max,11182527.126,123221.02173,40,16,0.245939826713,same_plan_h20
2020-03-27,industry_diffusion_low_max,11157370.902,123221.02173,40,16,0.242383023467,same_plan_h20
2020-03-30,industry_diffusion_low_max,11037032.9021,123221.02173,40,16,0.245176389115,same_plan_h20
2020-03-31,industry_diffusion_low_max,11340891.4423,123221.02173,40,16,0.259116452202,same_plan_h20
2020-04-01,industry_diffusion_low_max,11076228.249,4.65661287308e-10,40,13,0.425138514303,same_plan_h20
2020-04-02,industry_diffusion_low_max,11054401.7541,4.65661287308e-10,40,13,0.424111338034,same_plan_h20
2020-04-03,industry_diffusion_low_max,11170154.8767,4.65661287308e-10,40,13,0.431013358781,same_plan_h20
2020-04-07,industry_diffusion_low_max,11558535.6672,4.65661287308e-10,40,13,0.431296498834,same_plan_h20
2020-04-08,industry_diffusion_low_max,11411688.9032,4.65661287308e-10,40,13,0.42536622131,same_plan_h20
2020-04-09,industry_diffusion_low_max,11734057.0247,5.82076609135e-11,40,6,0.743346555731,same_plan_h20
2020-04-10,industry_diffusion_low_max,11454444.9875,5.82076609135e-11,40,6,0.743153062283,same_plan_h20
2020-04-13,industry_diffusion_low_max,11521407.6835,5.82076609135e-11,40,6,0.742506530588,same_plan_h20
2020-04-14,industry_diffusion_low_max,11641735.441,5.82076609135e-11,40,6,0.741471296813,same_plan_h20
2020-04-15,industry_diffusion_low_max,11396822.893,5.82076609135e-11,40,6,0.740591686589,same_plan_h20
2020-04-16,industry_diffusion_low_max,11367496.352,145987.485918,40,10,0.414230931578,same_plan_h20
2020-04-17,industry_diffusion_low_max,11321889.7817,145987.485918,40,10,0.411012597309,same_plan_h20
2020-04-20,industry_diffusion_low_max,11469628.021,145987.485918,40,10,0.404571543286,same_plan_h20
2020-04-21,industry_diffusion_low_max,11520926.6118,145987.485918,40,10,0.405971644238,same_plan_h20
2020-04-22,industry_diffusion_low_max,11894883.0413,145987.485918,40,10,0.407145387371,same_plan_h20
2020-04-23,industry_diffusion_low_max,11909737.4037,214451.565955,40,12,0.193298906774,same_plan_h20
2020-04-24,industry_diffusion_low_max,11800912.1265,512580.21658,39,12,0.20234493547,same_plan_h20
2020-04-27,industry_diffusion_low_max,11876553.3319,512580.21658,39,12,0.205858715071,same_plan_h20
2020-04-28,industry_diffusion_low_max,12017652.8555,512580.21658,39,12,0.206646836387,same_plan_h20
2020-04-29,industry_diffusion_low_max,11758857.8861,512580.21658,39,12,0.204250137097,same_plan_h20
2020-04-30,industry_diffusion_low_max,11772562.3254,660782.189001,38,16,0.114423091839,same_plan_h20
2020-05-06,industry_diffusion_low_max,11918125.0525,940395.525522,37,16,0.111281998714,same_plan_h20
2020-05-07,industry_diffusion_low_max,12099939.2723,940395.525522,37,16,0.112195305745,same_plan_h20
2020-05-08,industry_diffusion_low_max,12275845.0982,940395.525522,37,16,0.112237291731,same_plan_h20
2020-05-11,industry_diffusion_low_max,12275767.6335,940395.525522,37,16,0.11171565364,same_plan_h20
2020-05-12,industry_diffusion_low_max,12330352.4679,175375.943936,39,18,0.100874082933,same_plan_h20
2020-05-13,industry_diffusion_low_max,12656572.3956,175375.943936,39,18,0.101533526991,same_plan_h20
2020-05-14,industry_diffusion_low_max,12586946.4728,175375.943936,39,18,0.102265587046,same_plan_h20
2020-05-15,industry_diffusion_low_max,12513827.4061,175375.943936,39,18,0.102142877111,same_plan_h20
2020-05-18,industry_diffusion_low_max,12740849.0072,175375.943936,39,18,0.102708895401,same_plan_h20
2020-05-19,industry_diffusion_low_max,12828319.1126,-6.98491930962e-10,40,15,0.111948681994,same_plan_h20
2020-05-20,industry_diffusion_low_max,12571479.2137,-6.98491930962e-10,40,15,0.11016495716,same_plan_h20
2020-05-21,industry_diffusion_low_max,12461411.459,-6.98491930962e-10,40,15,0.110081455849,same_plan_h20
2020-05-22,industry_diffusion_low_max,12269370.9889,-6.98491930962e-10,40,15,0.110197381458,same_plan_h20
2020-05-25,industry_diffusion_low_max,12356177.6408,-6.98491930962e-10,40,15,0.111763062928,same_plan_h20
2020-05-26,industry_diffusion_low_max,12631203.3712,27083.2966201,40,14,0.175827159545,same_plan_h20
2020-05-27,industry_diffusion_low_max,12666177.6253,27083.2966201,40,14,0.176710620251,same_plan_h20
2020-05-28,industry_diffusion_low_max,12742100.4537,27083.2966201,40,14,0.177139729599,same_plan_h20
2020-05-29,industry_diffusion_low_max,12960243.743,27083.2966201,40,14,0.178229415708,same_plan_h20
2020-06-01,industry_diffusion_low_max,13190508.1323,27083.2966201,40,14,0.176172412996,same_plan_h20
2020-06-02,industry_diffusion_low_max,13020061.3847,62638.895234,40,15,0.13980227731,same_plan_h20
2020-06-03,industry_diffusion_low_max,12999465.6302,62638.895234,40,15,0.141528203203,same_plan_h20
2020-06-04,industry_diffusion_low_max,13332194.0556,62638.895234,40,15,0.14828389147,same_plan_h20
2020-06-05,industry_diffusion_low_max,13204820.1614,62638.895234,40,15,0.145031337962,same_plan_h20
2020-06-08,industry_diffusion_low_max,13060179.7608,62638.895234,40,15,0.141386078326,same_plan_h20
2020-06-09,industry_diffusion_low_max,13138949.9586,158616.122849,40,14,0.136447164308,same_plan_h20
2020-06-10,industry_diffusion_low_max,13190591.3832,158616.122849,40,14,0.136289507723,same_plan_h20
2020-06-11,industry_diffusion_low_max,13015902.2612,158616.122849,40,14,0.134631852855,same_plan_h20
2020-06-12,industry_diffusion_low_max,13073772.4051,158616.122849,40,14,0.136333673759,same_plan_h20
2020-06-15,industry_diffusion_low_max,12960027.2771,158616.122849,40,14,0.137261421813,same_plan_h20
2020-06-16,industry_diffusion_low_max,13202791.8301,2.32830643654e-10,40,17,0.115121435341,same_plan_h20
2020-06-17,industry_diffusion_low_max,13209178.2837,2.32830643654e-10,40,17,0.114044608315,same_plan_h20
2020-06-18,industry_diffusion_low_max,13135799.5693,673827.942857,38,17,0.112655741032,same_plan_h20
2020-06-19,industry_diffusion_low_max,13334435.353,673827.942857,38,17,0.113661490315,same_plan_h20
2020-06-22,industry_diffusion_low_max,13305298.4781,673827.942857,38,17,0.114092215394,same_plan_h20
2020-06-23,industry_diffusion_low_max,13505060.1084,722932.32859,36,18,0.102095940974,same_plan_h20
2020-06-24,industry_diffusion_low_max,13451162.6477,722932.32859,36,18,0.101755548837,same_plan_h20
2020-06-29,industry_diffusion_low_max,13429938.9783,722932.32859,36,18,0.103514448641,same_plan_h20
2020-06-30,industry_diffusion_low_max,13585135.1145,722932.32859,36,18,0.10420875306,same_plan_h20
2020-07-01,industry_diffusion_low_max,13881421.366,722932.32859,36,18,0.108223543943,same_plan_h20
2020-07-02,industry_diffusion_low_max,14084126.4417,461382.614511,37,20,0.127502705715,same_plan_h20
2020-07-03,industry_diffusion_low_max,14070729.5044,461382.614511,37,20,0.123756102242,same_plan_h20
2020-07-06,industry_diffusion_low_max,14555161.8511,461382.614511,37,20,0.121193167404,same_plan_h20
2020-07-07,industry_diffusion_low_max,14816374.4585,461382.614511,37,20,0.123575815783,same_plan_h20
2020-07-08,industry_diffusion_low_max,15057537.0159,461382.614511,37,20,0.120986539237,same_plan_h20
2020-07-09,industry_diffusion_low_max,15325173.3567,1018089.77268,36,20,0.07102984781,same_plan_h20
2020-07-10,industry_diffusion_low_max,15204793.7425,1018089.77268,36,20,0.0724926453772,same_plan_h20
2020-07-13,industry_diffusion_low_max,15754219.2331,1018089.77268,36,20,0.07338680438,same_plan_h20
2020-07-14,industry_diffusion_low_max,15782016.5069,1018089.77268,36,20,0.0733750431012,same_plan_h20
2020-07-15,industry_diffusion_low_max,15691217.9719,1018089.77268,36,20,0.07559448421,same_plan_h20
2020-07-16,industry_diffusion_low_max,14836178.4649,423764.13008,37,20,0.0708158104116,same_plan_h20
2020-07-17,industry_diffusion_low_max,14920879.3266,423764.13008,37,20,0.0706980182997,same_plan_h20
2020-07-20,industry_diffusion_low_max,15392661.6818,423764.13008,37,20,0.0694852211346,same_plan_h20
2020-07-21,industry_diffusion_low_max,15545996.6742,423764.13008,37,20,0.0700406895761,same_plan_h20
2020-07-22,industry_diffusion_low_max,15591704.1993,423764.13008,37,20,0.0704558509834,same_plan_h20
2020-07-23,industry_diffusion_low_max,15583478.5016,5.82076609135e-11,40,20,0.0675253260818,same_plan_h20
2020-07-24,industry_diffusion_low_max,14870039.7647,5.82076609135e-11,40,20,0.067476582159,same_plan_h20
2020-07-27,industry_diffusion_low_max,15025301.7195,5.82076609135e-11,40,20,0.0679188521125,same_plan_h20
2020-07-28,industry_diffusion_low_max,15082925.7548,5.82076609135e-11,40,20,0.0681062337951,same_plan_h20
2020-07-29,industry_diffusion_low_max,15382193.5336,5.82076609135e-11,40,20,0.0680003051822,same_plan_h20
2020-07-30,industry_diffusion_low_max,15316927.3009,47384.1398241,40,19,0.078796042255,same_plan_h20
2020-07-31,industry_diffusion_low_max,15428562.9341,47384.1398241,40,19,0.0782642951454,same_plan_h20
2020-08-03,industry_diffusion_low_max,15801354.2346,47384.1398241,40,19,0.0777264059199,same_plan_h20
2020-08-04,industry_diffusion_low_max,15936949.8711,47384.1398241,40,19,0.0779263636203,same_plan_h20
2020-08-05,industry_diffusion_low_max,15994594.0841,47384.1398241,40,19,0.0773479363116,same_plan_h20
2020-08-06,industry_diffusion_low_max,16037405.3656,119828.866786,40,20,0.0813947036041,same_plan_h20
2020-08-07,industry_diffusion_low_max,15772197.362,119828.866786,40,20,0.0820158684785,same_plan_h20
2020-08-10,industry_diffusion_low_max,15853678.9065,119828.866786,40,20,0.0815972658987,same_plan_h20
2020-08-11,industry_diffusion_low_max,15596855.9243,119828.866786,40,20,0.0809167831817,same_plan_h20
2020-08-12,industry_diffusion_low_max,15503538.6859,119828.866786,40,20,0.0813303205665,same_plan_h20
2020-08-13,industry_diffusion_low_max,15842743.0502,171206.784344,40,20,0.0911563942053,same_plan_h20
2020-08-14,industry_diffusion_low_max,15759678.8066,171206.784344,40,20,0.0886462646176,same_plan_h20
2020-08-17,industry_diffusion_low_max,16060257.721,171206.784344,40,20,0.0892325659768,same_plan_h20
2020-08-18,industry_diffusion_low_max,16246510.98,171206.784344,40,20,0.0891983893682,same_plan_h20
2020-08-19,industry_diffusion_low_max,16210847.5922,171206.784344,40,20,0.090791787967,same_plan_h20
2020-08-20,industry_diffusion_low_max,15754931.9652,29340.393015,40,15,0.108862170148,same_plan_h20
2020-08-21,industry_diffusion_low_max,15696188.516,29340.393015,40,15,0.108519245602,same_plan_h20
2020-08-24,industry_diffusion_low_max,15908277.4661,29340.393015,40,15,0.110685862752,same_plan_h20
2020-08-25,industry_diffusion_low_max,15713544.0817,29340.393015,40,15,0.110270074314,same_plan_h20
2020-08-26,industry_diffusion_low_max,15274846.9963,29340.393015,40,15,0.108489887232,same_plan_h20
2020-08-27,industry_diffusion_low_max,15309380.8132,-1.04773789644e-09,40,12,0.12479575152,same_plan_h20
2020-08-28,industry_diffusion_low_max,15577072.4526,-1.04773789644e-09,40,12,0.124521810045,same_plan_h20
2020-08-31,industry_diffusion_low_max,15521507.9379,-1.04773789644e-09,40,12,0.124053148848,same_plan_h20
2020-09-01,industry_diffusion_low_max,15672248.8447,-1.04773789644e-09,40,12,0.123470246671,same_plan_h20
2020-09-02,industry_diffusion_low_max,15697401.8247,-1.04773789644e-09,40,12,0.124061935338,same_plan_h20
2020-09-03,industry_diffusion_low_max,15562905.7704,75841.2893045,40,11,0.143334990843,same_plan_h20
2020-09-04,industry_diffusion_low_max,15451610.6308,75841.2893045,40,11,0.143250801235,same_plan_h20
2020-09-07,industry_diffusion_low_max,15128163.3108,75841.2893045,40,11,0.142861621231,same_plan_h20
2020-09-08,industry_diffusion_low_max,15130455.022,75841.2893045,40,11,0.141717119541,same_plan_h20
2020-09-09,industry_diffusion_low_max,14896552.204,75841.2893045,40,11,0.141379341411,same_plan_h20
2020-09-10,industry_diffusion_low_max,14609088.9675,8989.86097618,40,8,0.281979658241,same_plan_h20
2020-09-11,industry_diffusion_low_max,14796660.4146,8989.86097618,40,8,0.288401364542,same_plan_h20
2020-09-14,industry_diffusion_low_max,14956434.3317,8989.86097618,40,8,0.288460556751,same_plan_h20
2020-09-15,industry_diffusion_low_max,15085024.5166,8989.86097618,40,8,0.283941084113,same_plan_h20
