signal_date,absolute_market_state,complete_stocks,stock_p10,stock_p90,positive_stock_fraction,cross_sectional_dispersion,synchronization,complete_industries,common_industries,industry_persistence,absolute_market_state_state,absolute_market_state_prior_q1,absolute_market_state_prior_q2,cross_sectional_dispersion_state,cross_sectional_dispersion_prior_q1,cross_sectional_dispersion_prior_q2,synchronization_state,synchronization_prior_q1,synchronization_prior_q2,industry_persistence_state,industry_persistence_prior_q1,industry_persistence_prior_q2,year,block,cohort_id,trades,absolute_trade_return,winner_rate,severe_loss_rate,cohort_payoff,selected_industry_return,broad_proxy_return,relative_to_industry,relative_to_broad
2019-11-01,-0.03182469887,3476,-0.1055101194,0.09558608788,0.4082278481,0.2010962073,0.1835443038,128,128,0.8010666545,MEDIUM,-0.06245767846,-0.01987844058,MEDIUM,0.1971339836,0.2219833708,LOW,0.3398518519,0.6213621362,HIGH,0.674342306,0.7530347769,2019,early,2019-11-01,10,-0.04468977656,0.2,0.2,-0.04468977656,-0.09235192175,-0.0713403646,0.04766214519,0.02665058804
2019-11-08,-0.04719762761,3477,-0.1110702113,0.08604724976,0.3117630141,0.1971174611,0.3764739718,128,128,0.7530099799,MEDIUM,-0.06181571873,-0.02101521913,LOW,0.1980018425,0.2217804627,MEDIUM,0.3394957998,0.619718118,MEDIUM,0.6749793994,0.757616508,2019,early,2019-11-08,10,-0.03071875512,0.3,0.2,-0.03071875512,-0.04226978531,-0.04895882644,0.01155103018,0.01824007131
2019-11-15,-0.06476120438,3480,-0.1263894933,0.07246964356,0.2399425287,0.1988591369,0.5201149425,128,128,0.8384281725,LOW,-0.061173759,-0.02215199768,MEDIUM,0.1971284761,0.2215775547,MEDIUM,0.3396738258,0.6180740998,HIGH,0.675051883,0.7560809986,2019,early,2019-11-15,10,-0.01477173821,0.3,0,-0.01477173821,0.009419494653,-0.002978824485,-0.02419123286,-0.01179291373
2019-11-22,-0.06609014335,3485,-0.1196138789,0.06942142718,0.2490674319,0.1890353061,0.5018651363,128,128,0.6806159586,LOW,-0.06245767846,-0.02328877623,LOW,0.1971339836,0.2213746466,MEDIUM,0.3398518519,0.6164300815,MEDIUM,0.6751243667,0.7588563603,2019,early,2019-11-22,10,0.03445797463,0.6,0,0.03445797463,0.006985215112,0.01410784977,0.02747275951,0.02035012486
2019-11-29,-0.05558594913,3493,-0.1122746225,0.06109467687,0.2496421414,0.1733692994,0.5007157171,128,128,0.6078499817,MEDIUM,-0.06362095224,-0.02470681914,LOW,0.1971229686,0.2213135233,MEDIUM,0.3406108797,0.6158714205,LOW,0.6751968504,0.757616508,2019,early,2019-11-29,10,0.09339172045,0.9,0,0.09339172045,0.08734435606,0.01689145567,0.006047364389,0.07650026478
2019-12-06,-0.0320120404,3507,-0.08413284897,0.08047651539,0.3558597092,0.1646093644,0.2882805817,128,128,0.6952080663,MEDIUM,-0.06303931535,-0.02612486206,LOW,0.1967979734,0.2212524,LOW,0.3413699076,0.6153127594,MEDIUM,0.675051883,0.7560809986,2019,early,2019-12-06,10,0.1592627799,0.9,0,0.1592627799,0.1454268313,0.03082478233,0.01383594857,0.1284379975
2019-12-13,0.01196891331,3513,-0.04023311536,0.1314574775,0.7469399374,0.1716905929,0.4938798748,128,128,0.7929408533,HIGH,-0.06245767846,-0.02754290497,LOW,0.196158998,0.2211912766,MEDIUM,0.3398518519,0.6147540984,HIGH,0.6751243667,0.7545454892,2019,early,2019-12-13,10,0.1189294107,1,0,0.1189294107,0.08112207008,0.02865428264,0.03780734063,0.09027512807
2019-12-20,0.02793459859,3519,-0.01090761538,0.1531765415,0.8678601876,0.1640841569,0.7357203751,128,128,0.7309158121,HIGH,-0.06181571873,-0.02470681914,LOW,0.1948271447,0.221013548,HIGH,0.3406108797,0.6087289086,MEDIUM,0.6751968504,0.757616508,2019,early,2019-12-20,10,0.09310182274,0.8,0,0.09310182274,0.05389718332,0.00187990971,0.03920463942,0.09122191303
2019-12-27,0.02480563403,3523,-0.009139396633,0.1738575899,0.8682940676,0.1829969866,0.7365881351,128,128,0.8041224135,HIGH,-0.061173759,-0.02215199768,LOW,0.194050576,0.2208358194,HIGH,0.3413699076,0.6153127594,HIGH,0.6753818745,0.7560809986,2019,early,2019-12-27,10,-0.127901635,0,0.9,-0.127901635,-0.1037322588,-0.1440169521,-0.02416937615,0.01611531709
2020-01-06,0.03658924139,3533,0.002452234828,0.1984736634,0.9057458251,0.1960214286,0.8114916502,128,128,0.7829552738,HIGH,-0.06053179927,-0.01987844058,MEDIUM,0.193829292,0.2206580908,HIGH,0.3421289355,0.6164300815,HIGH,0.6755668986,0.7588563603,2020,early,2020-01-06,10,-0.08185169654,0,0.4,-0.08185169654,-0.05846609418,-0.123305611,-0.02338560236,0.04145391449
2020-01-13,0.03943682364,3538,0.009073313783,0.2213601304,0.9208592425,0.2122868166,0.841718485,128,128,0.8201680095,HIGH,-0.05994627903,-0.01838752718,MEDIUM,0.193939934,0.2205301289,HIGH,0.3455593927,0.619718118,HIGH,0.6757519227,0.7613360648,2020,early,2020-01-13,10,-0.06965803539,0.1,0.5,-0.06965803539,0.024892946,-0.08949724579,-0.09455098139,0.01983921039
2020-01-20,0.006108969696,3544,-0.03412516833,0.2009891164,0.75,0.2351142848,0.5,128,128,0.7830582769,HIGH,-0.05936075878,-0.01716535767,HIGH,0.194050576,0.220402167,MEDIUM,0.3489898498,0.6287804312,HIGH,0.6766198193,0.761656519,2020,early,2020-01-20,10,0.08677433713,0.5,0.4,0.08677433713,0.01043448205,-0.0697061246,0.07633985508,0.1564804617
2020-02-04,-0.1439610303,3549,-0.2097113525,0.1325814611,0.2147083686,0.3422928136,0.5705832629,128,128,0.7814502838,LOW,-0.05877523854,-0.01621193203,HIGH,0.194161218,0.2206580908,MEDIUM,0.352420307,0.6213621362,HIGH,0.6774877159,0.7632511597,2020,early,2020-02-04,10,0.05938720882,0.6,0,0.05938720882,0.03165601721,0.0581390476,0.02773119162,0.001248161224
2020-02-11,-0.1207453065,3553,-0.1728563674,0.1544534927,0.2589361103,0.3273098601,0.4821277793,128,128,0.8372608039,LOW,-0.05994627903,-0.01668864485,HIGH,0.1947812882,0.221013548,MEDIUM,0.3595462303,0.619718118,HIGH,0.6783556125,0.7661199872,2020,early,2020-02-11,10,0.09152524561,1,0,0.09152524561,0.1051586732,-0.007724641406,-0.01363342756,0.09924988701
2020-02-18,-0.09160804562,3557,-0.1342713696,0.188937915,0.3272420579,0.3232092846,0.3455158842,128,128,0.8578785937,LOW,-0.061173759,-0.01716535767,HIGH,0.1954013584,0.2212524,LOW,0.3666721536,0.6180740998,HIGH,0.6791090612,0.7689468504,2020,early,2020-02-18,10,-0.1258728466,0.1,0.7,-0.1258728466,-0.1906643586,-0.1455905028,0.06479151202,0.01971765615
2020-02-25,-0.07670872759,3562,-0.1181967611,0.2350711712,0.4357102751,0.3532679323,0.1285794497,128,128,0.9009453397,LOW,-0.06245767846,-0.01764207049,HIGH,0.1960214286,0.2213746466,LOW,0.352420307,0.6164300815,HIGH,0.6798625099,0.7707665721,2020,early,2020-02-25,10,-0.07831862323,0.1,0.3,-0.07831862323,-0.2137560699,-0.173203389,0.1354374467,0.09488476572
2020-03-03,0.07094902033,3569,0.01758744688,0.3474868113,0.9257495097,0.3298993644,0.8514990193,128,128,0.6760380425,HIGH,-0.06362095224,-0.01838752718,HIGH,0.1960672851,0.2217804627,HIGH,0.3478173584,0.6158714205,LOW,0.6806159586,0.7715791522,2020,early,2020-03-03,10,-0.1101709788,0,0.5,-0.1101709788,-0.1079435746,-0.1630306745,-0.002227404199,0.05285969571
2020-03-10,0.01455767951,3576,-0.04139543928,0.2555649644,0.7961409396,0.2969604037,0.5922818792,128,128,0.8046889306,HIGH,-0.06303931535,-0.01716535767,HIGH,0.1961131416,0.2220863061,MEDIUM,0.3501188327,0.6180740998,HIGH,0.6791090612,0.7711728621,2020,early,2020-03-10,10,-0.04598646788,0.2,0.3,-0.04598646788,-0.05534341813,-0.1242497217,0.009356950251,0.07826325386
2020-03-17,-0.1121942583,3581,-0.1950646298,0.1045454545,0.2516056967,0.2996100844,0.4967886065,128,128,0.5454644296,LOW,-0.06245767846,-0.01621193203,HIGH,0.196158998,0.2222921768,MEDIUM,0.352420307,0.6164300815,LOW,0.6798625099,0.7718309376,2020,early,2020-03-17,10,0.10540054,0.8,0,0.10540054,0.0460098161,-0.05145707744,0.05939072394,0.1568576175
2020-03-24,-0.1305221503,3586,-0.2494949495,0.07012509961,0.1907417736,0.3196200491,0.6185164529,128,128,0.7513562077,LOW,-0.06362095224,-0.01668864485,HIGH,0.1964784857,0.2227093986,HIGH,0.3595462303,0.6158714205,MEDIUM,0.6783556125,0.7715791522,2020,early,2020-03-24,10,0.09570144288,0.8,0,0.09570144288,0.09496331255,-0.02268307379,0.0007381303234,0.1183845167
2020-03-31,-0.1323906873,3587,-0.2293380681,0.06074514243,0.1675494842,0.2900832105,0.6649010315,128,128,0.7854387933,LOW,-0.06431768518,-0.01716535767,HIGH,0.1967979734,0.2231605631,HIGH,0.3666721536,0.6171255387,HIGH,0.6791090612,0.7711728621,2020,early,2020-03-31,10,0.0503519211,0.6,0,0.0503519211,-0.01551265603,-0.04947227233,0.06586457713,0.09982419342
2020-04-08,-0.1033426234,3590,-0.171218824,0.05527700831,0.1913649025,0.2264958323,0.617270195,128,128,0.7784574712,LOW,-0.06454787728,-0.01764207049,HIGH,0.1971174611,0.2236456704,MEDIUM,0.3737980769,0.6185164529,HIGH,0.6798625099,0.7718309376,2020,early,2020-04-08,10,0.0418437384,0.7,0.1,0.0418437384,-0.001292054394,-0.04666808993,0.04313579279,0.08851182833
2020-04-15,-0.03820673169,3594,-0.1089538588,0.1410004617,0.4524207012,0.2499543205,0.09515859766,128,128,0.7415022432,MEDIUM,-0.06469009535,-0.01838752718,HIGH,0.1971229686,0.2241480551,LOW,0.3746900419,0.6181010336,MEDIUM,0.6806159586,0.7723345083,2020,early,2020-04-15,10,0.1358437094,0.9,0,0.1358437094,0.06218131845,-0.0392937376,0.07366239091,0.175137447
2020-04-22,-0.01671844445,3597,-0.07088323493,0.1831876048,0.6130108424,0.2540708398,0.2260216847,128,128,0.7660627632,HIGH,-0.06461898631,-0.01913298388,HIGH,0.1971284761,0.2250981091,LOW,0.3666721536,0.6176856143,MEDIUM,0.6813045535,0.7720827229,2020,early,2020-04-22,10,0.04668742985,0.5,0,0.04668742985,0.02563874396,-0.08287490832,0.02104868589,0.1295623382
2020-04-29,-0.04429455347,3599,-0.1171736828,0.1462865743,0.4487357599,0.2634602572,0.1025284801,128,128,0.5115134591,MEDIUM,-0.06454787728,-0.01764207049,HIGH,0.1971339836,0.2264958323,LOW,0.352420307,0.617270195,LOW,0.6819931484,0.7718309376,2020,early,2020-04-29,10,0.1355705755,1,0,0.1355705755,0.1387767653,0.007026033338,-0.003206189817,0.1285445422
2020-05-11,-0.04294934329,3603,-0.1094371891,0.1413965942,0.4729392173,0.2508337832,0.05412156536,128,128,0.8329289507,MEDIUM,-0.06443278123,-0.01838752718,HIGH,0.1977090347,0.226609388,LOW,0.3478173584,0.6169901572,HIGH,0.6806159586,0.7715791522,2020,early,2020-05-11,10,0.09461208207,0.8,0,0.09461208207,0.04805833922,-0.03800070734,0.04655374285,0.1326127894
2020-05-18,-0.03594608752,3607,-0.1087956981,0.1597856156,0.5012475742,0.2685813137,0.002495148323,128,128,0.7826863212,MEDIUM,-0.06431768518,-0.01913298388,HIGH,0.1982840858,0.2272445244,LOW,0.3443869013,0.6167101194,HIGH,0.6813045535,0.7720827229,2020,early,2020-05-18,10,-0.01905395612,0.5,0.1,-0.01905395612,-0.02686639086,-0.03600570611,0.007812434739,0.01695174998
2020-05-25,-0.06812157052,3614,-0.1499500917,0.1114609153,0.3220807969,0.261411007,0.3558384062,128,128,0.7356081762,LOW,-0.06420258913,-0.01987844058,HIGH,0.1988591369,0.2284012415,MEDIUM,0.3421289355,0.6164300815,MEDIUM,0.6819931484,0.7724527712,2020,early,2020-05-25,10,0.09280339917,1,0,0.09280339917,0.08033541934,0.02365961441,0.01246797984,0.06914378477
2020-06-01,0.01576678027,3619,-0.04560231023,0.2275084809,0.7532467532,0.2731107911,0.5064935065,128,128,0.6837575536,HIGH,-0.06443278123,-0.02101521913,HIGH,0.1991519448,0.2285256219,MEDIUM,0.3432579184,0.6158714205,MEDIUM,0.6826817433,0.7723345083,2020,early,2020-06-01,10,0.07706054825,0.5,0,0.07706054825,0.03500855775,-0.01254582534,0.04205199051,0.08960637359
2020-06-08,-0.02081429769,3621,-0.07466666667,0.154028436,0.5824357912,0.2286951027,0.1648715824,128,128,0.7266411829,MEDIUM,-0.06431768518,-0.01913298388,MEDIUM,0.1994447526,0.2287664747,LOW,0.3443869013,0.6153127594,MEDIUM,0.6830403467,0.7720827229,2020,early,2020-06-08,10,0.1860792825,0.9,0,0.1860792825,0.1219427914,0.07953209167,0.06413649114,0.1065471908
2020-06-15,-0.0201379117,3631,-0.07173747138,0.1633802817,0.5750481961,0.2351177531,0.1500963922,128,128,0.6914770646,MEDIUM,-0.06420258913,-0.01987844058,HIGH,0.1997375605,0.2286951027,LOW,0.3421289355,0.6147540984,MEDIUM,0.6833989501,0.7718309376,2020,early,2020-06-15,10,0.1367426307,0.9,0,0.1367426307,0.1530555897,0.08704666093,-0.01631295898,0.04969596979
2020-06-22,0.02549227374,3638,-0.01655718567,0.2300469224,0.840846619,0.2466041081,0.681693238,128,128,0.719242126,HIGH,-0.06362095224,-0.01996493095,HIGH,0.1997562859,0.2289809009,HIGH,0.3406108797,0.6087289086,MEDIUM,0.6837575536,0.7715791522,2020,early,2020-06-22,8,0.1600504679,1,0,0.1600504679,0.1351619418,0.04969158122,0.02488852613,0.1103588867
2020-07-01,-0.0134999301,3643,-0.05768038525,0.1933919077,0.6220148229,0.251072293,0.2440296459,128,128,0.7576050632,HIGH,-0.06303931535,-0.01913298388,HIGH,0.1997750114,0.2294366944,LOW,0.3413699076,0.6153127594,MEDIUM,0.6844175365,0.7711728621,2020,early,2020-07-01,10,0.1242215646,0.9,0,0.1242215646,0.09439800301,0.02160969191,0.02982356162,0.1026118727
2020-07-08,0.06787603384,3648,0.02189271296,0.3014797629,0.9342105263,0.2795870499,0.8684210526,128,128,0.7238257645,HIGH,-0.06245767846,-0.01764207049,HIGH,0.1997937368,0.2300624833,HIGH,0.3398518519,0.6147540984,MEDIUM,0.6850775194,0.7707665721,2020,early,2020-07-08,10,0.0790586881,0.5,0.1,0.0790586881,0.02184400926,-0.03938339507,0.05721467884,0.1184420832
2020-07-15,0.08065988012,3656,0.04189156851,0.3447116415,0.954595186,0.302820073,0.909190372,128,128,0.7337541201,HIGH,-0.06181571873,-0.0170263198,HIGH,0.199975882,0.2305646329,HIGH,0.3406108797,0.6158714205,MEDIUM,0.6857375023,0.770360282,2020,early,2020-07-15,10,0.005294481432,0.5,0.3,0.005294481432,0.004030812912,-0.07786282178,0.00126366852,0.08315730321
2020-07-22,0.05390711682,3663,0.003581204535,0.3045110481,0.9071799072,0.3009298436,0.8143598144,128,128,0.7604834279,HIGH,-0.061173759,-0.01654960698,HIGH,0.2001580271,0.2310262831,HIGH,0.3413699076,0.6167101194,MEDIUM,0.6869144082,0.7689468504,2020,early,2020-07-22,10,0.01035253797,0.5,0,0.01035253797,0.0289924041,-0.05449290054,-0.01863986612,0.06484543852
2020-07-29,0.03489934517,3670,-0.03480656642,0.2886625315,0.8400544959,0.3234690979,0.6801089918,128,128,0.8077675792,HIGH,-0.06053179927,-0.01621193203,HIGH,0.2003401722,0.2314474337,HIGH,0.3421289355,0.617270195,HIGH,0.6880913142,0.7675334188,2020,early,2020-07-29,10,-0.01766682218,0.4,0.1,-0.01766682218,-0.02048789856,-0.05805229917,0.002821076385,0.040385477
2020-08-05,-0.01968630666,3678,-0.09007442296,0.2512468709,0.6253398586,0.3413212938,0.2506797172,128,128,0.7286955228,MEDIUM,-0.05994627903,-0.015275126,HIGH,0.2004485323,0.2322935234,LOW,0.3432579184,0.6181010336,MEDIUM,0.6892682201,0.770360282,2020,early,2020-08-05,10,-0.002595786752,0.2,0.1,-0.002595786752,-0.01843247293,-0.05995509232,0.01583668618,0.05735930557
2020-08-12,-0.05859973713,3688,-0.1322274543,0.161981982,0.4368221258,0.2942094363,0.1263557484,128,128,0.6858977294,MEDIUM,-0.05936075878,-0.01574352901,HIGH,0.2005568924,0.2330437018,LOW,0.3413699076,0.6176856143,LOW,0.6900045016,0.7689468504,2020,early,2020-08-12,10,-0.05432016592,0.3,0.2,-0.05432016592,0.04769958896,-0.06002942147,-0.1020197549,0.005709255553
2020-08-19,-0.03890037399,3703,-0.09213919374,0.1707210332,0.5627869295,0.262860227,0.125573859,128,128,0.7295710493,MEDIUM,-0.05877523854,-0.01621193203,HIGH,0.2006652525,0.233697969,LOW,0.3398518519,0.617270195,MEDIUM,0.6881447232,0.7675334188,2020,early,2020-08-19,10,-0.09391846719,0.2,0.5,-0.09391846719,-0.143561067,-0.08587084956,0.0496425998,-0.008047617626
2020-08-26,-0.04325409186,3712,-0.1009538802,0.1480034679,0.5317887931,0.248957348,0.06357758621,128,128,0.6716031862,MEDIUM,-0.05871673807,-0.0163807695,HIGH,0.2007122869,0.2346421795,LOW,0.3394957998,0.6169901572,LOW,0.6892682201,0.7661199872,2020,early,2020-08-26,10,-0.05114691037,0.4,0.3,-0.05114691037,-0.04440787413,-0.06192685114,-0.006739036241,0.01077994078
2020-09-02,-0.04809382828,3724,-0.1223873029,0.1594733267,0.4709989259,0.2818606296,0.05800214823,128,128,0.7998535067,MEDIUM,-0.0586582376,-0.01654960698,HIGH,0.2007593212,0.2351154409,LOW,0.3392791418,0.6167101194,HIGH,0.6870212263,0.7661009125,2020,early,2020-09-02,10,-0.09674174535,0.1,0.6,-0.09674174535,-0.1250129197,-0.1191559317,0.02827117432,0.02241418637
2020-09-09,-0.04320113293,3734,-0.1408453437,0.1571777062,0.4611676486,0.2980230499,0.07766470273,128,128,0.7416109687,MEDIUM,-0.05859973713,-0.01671844445,HIGH,0.2008063556,0.2351177531,LOW,0.3392018779,0.6164300815,MEDIUM,0.6881447232,0.7675334188,2020,early,2020-09-09,10,0.009219006354,0.6,0.1,0.009219006354,0.04750286281,-0.03667185927,-0.03828385646,0.04589086562
2020-09-16,-0.07164868457,3747,-0.1588845837,0.1144232276,0.2935681879,0.2733078113,0.4128636242,128,128,0.669978026,LOW,-0.05853572567,-0.0170263198,HIGH,0.2009029728,0.2353196943,MEDIUM,0.3390800858,0.6158714205,LOW,0.6892682201,0.7661199872,2020,early,2020-09-16,10,0.02696120869,0.6,0,0.02696120869,0.0790940238,-0.03728575137,-0.05213281511,0.06424696006
2020-09-23,-0.04995111106,3770,-0.1138393959,0.1160022967,0.3570291777,0.2298416926,0.2859416446,128,128,0.5729204816,MEDIUM,-0.0586582376,-0.01733419514,MEDIUM,0.2009995901,0.2358583918,LOW,0.3391409819,0.6153127594,LOW,0.6870212263,0.7661009125,2020,early,2020-09-23,10,-0.02838260622,0.3,0.2,-0.02838260622,0.105504699,-0.04975186737,-0.1338873052,0.02136926115
2020-09-30,-0.1062870256,3786,-0.1687751897,0.0149967659,0.1270470153,0.1837719556,0.7459059694,128,128,0.665938015,LOW,-0.05859973713,-0.01764207049,LOW,0.2010962073,0.2354206649,HIGH,0.3390191898,0.6147540984,LOW,0.6858443203,0.7660818379,2020,early,2020-09-30,10,0.1230905237,0.7,0.1,0.1230905237,0.2180889569,-0.00328165951,-0.09499843314,0.1263721832
2020-10-15,-0.03891876216,3796,-0.1046071245,0.1384367319,0.4159641728,0.2430438564,0.1680716544,128,128,0.592765748,MEDIUM,-0.05871673807,-0.01832348254,HIGH,0.2009029728,0.2353196943,LOW,0.3390800858,0.6158714205,LOW,0.6857375023,0.7660627632,2020,early,2020-10-15,10,-0.05762467589,0.2,0.3,-0.05762467589,-0.02528190099,-0.06646530349,-0.0323427749,0.0088406276
2020-10-22,-0.03347161177,3809,-0.09563380885,0.1232271796,0.438697821,0.2188609884,0.1226043581,128,128,0.8435783281,MEDIUM,-0.0586582376,-0.0190048946,MEDIUM,0.2009995901,0.2358583918,LOW,0.3383426733,0.6153127594,HIGH,0.6844175365,0.7646474242,2020,early,2020-10-22,10,0.1378453999,0.7,0,0.1378453999,0.04400214167,-0.04979934938,0.09384325822,0.1876447493
2020-10-29,-0.04462514333,3827,-0.1204288049,0.1196576166,0.3579827541,0.2400864215,0.2840344918,128,128,0.813266801,MEDIUM,-0.05859973713,-0.01968630666,HIGH,0.2010962073,0.2354206649,LOW,0.3369896405,0.6147540984,HIGH,0.6850775194,0.7660818379,2020,early,2020-10-29,10,0.2467631853,1,0,0.2467631853,0.09816510379,-0.05258477041,0.1485980815,0.2993479557
2020-11-05,-0.001938304886,3843,-0.08331322879,0.2096391283,0.5612802498,0.2929523571,0.1225604996,128,128,0.8109206189,HIGH,-0.05853572567,-0.0197503513,HIGH,0.2013713168,0.2362961187,LOW,0.3357457759,0.6087289086,HIGH,0.6857375023,0.7661199872,2020,early,2020-11-05,10,0.090005238,0.8,0,0.090005238,0.04190003645,-0.05340059385,0.04810520155,0.1434058318
2020-11-12,-0.04568356321,3850,-0.1340764163,0.1067053353,0.3620779221,0.2407817517,0.2758441558,128,128,0.6166338583,MEDIUM,-0.05847171422,-0.0190048946,HIGH,0.2016464263,0.2378513709,LOW,0.3292311519,0.6027037188,LOW,0.6857909113,0.7689468504,2020,early,2020-11-12,10,0.1245816063,1,0,0.1245816063,0.04999239943,-0.06093211495,0.0745892069,0.1855137213
2020-11-19,-0.02730108664,3858,-0.1188301517,0.133786896,0.454380508,0.2526170477,0.09123898393,128,128,0.8116988647,MEDIUM,-0.05840770276,-0.01968630666,HIGH,0.2019215358,0.2400864215,LOW,0.3174457684,0.5966785291,HIGH,0.6850775194,0.7675334188,2020,early,2020-11-19,10,0.004364577391,0.4,0.1,0.004364577391,0.05071817851,-0.07242255161,-0.04635360112,0.076787129
2020-11-26,-0.02844100091,3868,-0.1307162652,0.1351140004,0.5038779731,0.2658302655,0.007755946225,128,128,0.8291063908,MEDIUM,-0.05749059138,-0.0197503513,HIGH,0.2026875614,0.240549975,LOW,0.2980023106,0.5952129791,HIGH,0.6857375023,0.770360282,2020,early,2020-11-26,10,0.03355165258,0.3,0.3,0.03355165258,-0.01053400964,-0.08844877499,0.04408566222,0.1220004276
2020-12-03,-0.0246307303,3872,-0.1255269466,0.1163619682,0.5439049587,0.2418889148,0.08780991736,128,128,0.7456280901,MEDIUM,-0.05657348,-0.01981439594,HIGH,0.2034535871,0.2415357866,LOW,0.287500936,0.5937474292,MEDIUM,0.6857909113,0.7711728621,2020,early,2020-12-03,10,-0.07126051625,0.3,0.1,-0.07126051625,-0.02492635092,-0.08455084753,-0.04633416533,0.01329033128
2020-12-10,-0.04529933476,3880,-0.118852075,0.103570155,0.3729381443,0.22242223,0.2541237113,128,128,0.770171443,MEDIUM,-0.05565636861,-0.01987844058,MEDIUM,0.2042196127,0.2418889148,LOW,0.2859416446,0.5922818792,MEDIUM,0.6858443203,0.7707665721,2020,early,2020-12-10,10,0.0008900311969,0.5,0.2,0.0008900311969,0.1361142713,-0.0779318975,-0.1352242401,0.0788219287
2020-12-17,-0.06831037917,3883,-0.1423965769,0.09940598078,0.2773628638,0.2418025577,0.4452742725,128,128,0.7352190533,LOW,-0.05563289545,-0.01996493095,HIGH,0.2043039971,0.2415198605,MEDIUM,0.2846702094,0.5916818482,MEDIUM,0.6858977294,0.770360282,2020,early,2020-12-17,10,0.000847012585,0.5,0.4,0.000847012585,-0.08110247496,-0.08858049625,0.08194948755,0.08942750884
2020-12-24,-0.09286499519,3890,-0.1777626492,0.1092583682,0.2503856041,0.2870210174,0.4992287918,128,128,0.8365397821,LOW,-0.05657348,-0.02005142132,HIGH,0.2043883815,0.2418313434,MEDIUM,0.285305927,0.5910818172,HIGH,0.6870212263,0.7702973357,2020,early,2020-12-24,10,0.1053419018,0.7,0.2,0.1053419018,0.006151513075,-0.05320462515,0.09919038869,0.1585465269
2020-12-31,-0.09359561672,3899,-0.1737182674,0.1120585534,0.2446781226,0.2857768208,0.5106437548,128,128,0.8625652353,LOW,-0.05840770276,-0.0201379117,HIGH,0.2044727658,0.2418889148,MEDIUM,0.2859416446,0.5904817861,HIGH,0.6881447232,0.7707665721,2020,early,2020-12-31,10,-0.007188868424,0.4,0.2,-0.007188868424,-0.04221894927,-0.1211228188,0.03503008085,0.1139339504
2021-01-08,-0.1011596599,3909,-0.1967520966,0.1256702632,0.2719365567,0.3224223598,0.4561268867,128,128,0.88687397,LOW,-0.05853572567,-0.02036337369,HIGH,0.204990392,0.2426588759,MEDIUM,0.2867212903,0.5900973698,HIGH,0.6892682201,0.7715791522,2021,late,2021-01-08,10,-0.1353962188,0.2,0.7,-0.1353962188,-0.1431646657,-0.1408040834,0.007768446861,0.005407864648
2021-01-15,-0.1048842742,3918,-0.1897137315,0.1115510127,0.2685043389,0.3012647442,0.4629913221,128,128,0.7906576177,LOW,-0.0586582376,-0.02058883569,HIGH,0.2055080181,0.2430550681,MEDIUM,0.287500936,0.5897129535,HIGH,0.6900045016,0.7720827229,2021,late,2021-01-15,10,0.01543053986,0.6,0.2,0.01543053986,-0.04029935714,-0.05060512301,0.055729897,0.06603566287
2021-01-22,-0.0657277707,3934,-0.1354774762,0.1635571979,0.3823080834,0.2990346741,0.2353838332,128,128,0.6120788317,LOW,-0.05877523854,-0.02081429769,HIGH,0.2060256442,0.2430774916,LOW,0.2882805817,0.5893285372,LOW,0.6907407831,0.7724527712,2021,late,2021-01-22,10,-0.1596817545,0.2,0.8,-0.1596817545,-0.08638739113,-0.07885562283,-0.07329436339,-0.08082613168
2021-01-29,-0.1182152002,3945,-0.1963103415,0.09079173483,0.2248415716,0.2871020763,0.5503168568,128,128,0.6319355429,LOW,-0.05994627903,-0.02163912387,HIGH,0.2061203997,0.2447550985,MEDIUM,0.2867212903,0.5889641228,LOW,0.6892682201,0.7723345083,2021,late,2021-01-29,10,0.03043538425,0.7,0.1,0.03043538425,-0.06156936049,-0.003101551015,0.09200474475,0.03353693527
2021-02-05,-0.1217947503,3952,-0.2195354067,0.09149362581,0.2252024291,0.3110290325,0.5495951417,128,128,0.7446610053,LOW,-0.061173759,-0.02246395005,HIGH,0.2062151553,0.2459306374,MEDIUM,0.287500936,0.5885997085,MEDIUM,0.6870212263,0.7720827229,2021,late,2021-02-05,10,0.07176088617,0.5,0,0.07176088617,0.02720957281,0.003770870576,0.04455131336,0.0679900156
2021-02-19,-0.03562074901,3956,-0.1147067853,0.1627674329,0.4448938322,0.2774742181,0.1102123357,128,128,0.7480543856,MEDIUM,-0.06245767846,-0.02328877623,HIGH,0.2063099108,0.2466041081,LOW,0.2882805817,0.5882352941,MEDIUM,0.6881447232,0.7718309376,2021,late,2021-02-19,10,-0.01760900276,0.5,0.1,-0.01760900276,-0.03122700444,-0.07262569106,0.01361800169,0.05501668831
2021-02-26,-0.04648959387,3968,-0.1554145291,0.1118150364,0.3883568548,0.2672295655,0.2232862903,128,128,0.6860064549,MEDIUM,-0.06181571873,-0.02373609425,HIGH,0.2064222193,0.2469525906,LOW,0.2867212903,0.5864220957,LOW,0.6892682201,0.7715791522,2021,late,2021-02-26,10,-0.0007147632069,0.4,0.2,-0.0007147632069,-0.002726259504,-0.04621249056,0.002011496297,0.04549772735
